,titleabstract,decision
717,"Patient perceptions of computed tomographic imaging and their understanding of radiation risk and exposure STUDY OBJECTIVE: We describe patient perceptions of computed tomography (CT) and their understanding of radiation exposure and risk., METHODS: This was a cross-sectional study of acute abdominal pain patients aged 18 years or older. Confidence in medical evaluations with increasing levels of laboratory testing and imaging was rated on a 100-point visual analog scale. Knowledge of radiation exposure was ascertained when participants compared the radiation dose of one abdomen-pelvis CT with 2-view chest radiography. To assess cancer risk knowledge, participants rated their agreement with these factual statements: Approximately 2 to 3 abdominal CTs give the same radiation exposure as experienced by Hiroshima survivors"" and ""2 to 3 abdominal CTs over a person's lifetime can increase cancer risk."" Previous CT was also assessed., RESULTS: There were 1,168 participants, 67% women and mean age 40.7 years (SD 15.9 years). Median confidence in a medical evaluation without ancillary testing was 20 (95% confidence interval [CI] 16 to 25) compared with 90 (95% CI 88 to 91) when laboratory testing and CT were included. More than 70% of participants underestimated the radiation dose of CT relative to chest radiography, and cancer risk comprehension was poor. Median agreement with the Hiroshima statement was 13 (95% CI 10 to 16) and 45 (95% CI 40 to 45) with the increased lifetime cancer risk statement. Seven hundred ninety-five patients reported receiving a previous CT. Of 365 patients who reported no previous CT, 142 (39%) had one documented in our electronic medical record., CONCLUSION: Patients are more confident when CT imaging is part of their medical evaluation but have a poor understanding of the concomitant radiation exposure and risk and underestimate their previous imaging experience. Copyright © 2010 American College of Emergency Physicians. Published by Mosby, Inc. All rights reserved.""",Excluded
1239,Spleen shielding in survivors of the atomic bomb,Included
2818,"Severe radiation-induced liver disease following localized radiation therapy for biliopancreatic carcinoma: activation of hepatic stellate cells as an early event Radiation-induced liver disease is recorded as a form of veno-occlusive disease. Its pathogenesis remains unclear even if the initial injury likely occurs in the endothelial cells of central veins. The aim of our study was to investigate liver morphological features in relation to alpha-isoform of smooth muscle actin expression in hepatic stellate cells in six patients treated by localized radiotherapy on the biliopancreatic area. Within the month after completion of treatment, an activation of hepatic stellate cells strictly confined to irradiated areas and coinciding with congestive changes was observed. At a later stage, collagen deposition gradually increased, replacing the congestive and destroyed areas. This new fibrotic tissue also contained numerous alpha-smooth muscle positive cells. Our data suggest that early hepatic stellate cells activation coinciding with congestive changes plays an important role in radiation liver injury and ensuing fibrosis.",Included
1989,"Irradiation and free tissue transfer in head and neck cancer The aim of this study was to analyze the effects of surgery, irradiation, and free tissue transfer in locally advanced head and neck cancer patients. Forty-one patients with head and neck cancer were treated with surgery, irradiation, and free tissue transfer for reconstruction from 1977 to 1987. The age range was 38 to 78 years with a median age of 61. Patients were staged using the AJCC (1978) staging system. Eighty-four percent of the patients were in stage III or IV. The common sites of primary tumors were the oral cavity (22) and oropharynx (10). Forty patients had squamous cell carcinoma and 1 patient had basal cell carcinoma. Six patients had preoperative irradiation, and the rest had postoperative irradiation. The most common surgical procedures were partial glossectomy and neck dissection (17 patients) and wide excision of the primary and neck dissection (17 patients). The most common types of free tissue transfer were dorsalis pedis (13 patients) and scapular flaps (6 patients). The primary site was controlled in 22 patients (54%) and the neck in 36 patients (88%). Three patients (7.3%) had flap failure which required further surgical management. Eighteen patients are living with no evidence of disease with a median follow-up of 18 months (5-101 months), 10 patients are living with disease with a median follow-up of 9 months (3-40 months), 9 patients are dead of disease with a median survival of 13 months (6-54 months), and 4 patients are lost for follow-up. This study shows that free tissue transfer before or after irradiation is of benefit with few complications.",Excluded
1494,"Precise determination of the erythema response of human skin to ultraviolet radiation and quantification of effects of protectors BACKGROUND: We describe highly reproducible methods for quantifying the erythema response of precisely selected areas (spots) of human skin to graded doses of ultraviolet radiation (UVR). These methods have permitted evaluation of the efficacy of protectors, such as sulforaphane from crucifers, that defend cells through induction of cytoprotective (phase 2) genes., METHODS: Spots on the back were precisely located by opaque, adhesive, vinyl templates provided with 16 circular, 2.0 cm diameter occludable windows. Doses (100-800 mJ/cm(2)) of narrow-band (311 nm) UVR were administered, and the erythema index (a(*)) was measured with a chromometer on treated and control areas, before and after radiation., RESULTS: Daily variations in basal a(*) values of each spot were much smaller than the differences of a(*) values among spots of one individual, or those of corresponding spots among different individuals. The increments in erythema responses to UVR (Delta a(*)) were similar despite large variations of basal a(*) of spots. The most appropriate measure of UVR-evoked erythema is therefore the Delta a(*) value for each spot, which is an independent observational entity. Delta a(*) was proportional to UVR dose, and independent of spot location. To evaluate effectiveness of protectors against UVR damage we paired horizontally adjacent spots for treatment and controls. Vertical or random spot pairing did not provide significantly higher consistency. Protective efficacy against UVR erythema is appropriately expressed as percent reduction in Delta a(*) values upon treatment with inducers., CONCLUSIONS: The protection of skin against UVR damage can be quantified precisely from changes in erythema index (Delta a(*)) obtained with a chromometer.",Excluded
225,"Changes in X-ray sensitivity of mouse eggs from fertilization to the early pronuclear stage, and their repair capacity To study the changes in radiosensitivity of male and female genomes from fertilization to the pronuclear stage, the frequency of induced chromosome aberrations was examined at the first-cleavage metaphase in eggs fertilized with X-irradiated sperm, in eggs X-irradiated at the mature oocyte stage immediately before fertilization, and in fertilized eggs exposed to X-rays at various stages before DNA synthesis (1-5 h after insemination). Gametic treatment, fertilization and embryo culture were carried out in vitro. Most of the induced chromosome aberrations were chromosome-type aberrations, the frequency of chromosome fragments being the highest, followed by chromosome exchanges in both sperm and oocytes. The induction of chromosome-type aberrations was much higher in oocytes than in sperm. Chromosome-type aberrations were the main type also in fertilized eggs irradiated at the pre-DNA-synthetic stage. The radiosensitivity increased gradually with pronuclear formation (1-4h after insemination), but little difference in radiosensitivity was observed between eggs irradiated at 4 h and 5 h, corresponding to the stage when pronuclear formation was complete. The drastic change with pronuclear formation was found not only in radiosensitivity but also in the frequency of chromosome aberrations. The frequency of chromosome-type exchanges decreased drastically 2 h after insemination, and exchanges were barely observed at 5 h. The difference in radiosensitivity between male and female genomes also markedly changed with pronuclear formation, the chromosome aberration induction in the female genome being much higher than that in the male genome before accomplishment of pronuclear formation. The analysis of potentiation effects of 3-aminobenzamide and caffeine on the yield of X-ray-induced chromosome aberrations demonstrated that the increase of radiosensitivity and the decrease of chromosome-type exchange induction with pronuclear formation, may be closely correlated with alterations in chromatin configuration in the pronuclei and in repair capacity of fertilized eggs at the pre-DNA-synthetic stage. No evidence based on repair efficiency was found for the marked difference in radiosensitivity between male and female genomes during pronuclear formation.",Excluded
879,"Radiation exposure in total ankle replacement BACKGROUND: Radiation exposure from diagnostic imaging procedures is associated with increased cancer risk. No published data currently exist regarding ionizing radiation exposure in total ankle replacement surgery. This study quantified intraoperative fluoroscopic dose and duration during ankle replacement surgery and examined patient and technical factors affecting the level of exposure., METHODS: Fifty-five patients underwent ankle replacement using STAR, Salto-Talaris, or INBONE total ankles. Intraoperative fluoroscopic dose and duration, patient demographics, implant design, and accompanying additional procedures were documented for each case. The relationship between each relevant variable and radiation dose and time was determined., RESULTS: The mean fluoroscopic dose and duration for all cases were 1.15 +/- 0.84 milliGray per case and 77 +/- 34 seconds per case, respectively. There was a positive correlation between the absorbed radiation dose and the duration of fluoroscopy (r = .50, P < .001). The mean fluoroscopic doses were 1.53 milliGray, 0.99 milliGray, and 0.88 milliGray for INBONE, STAR, and Salto-Talaris prostheses, respectively. Fluoroscopic dose was significantly influenced by implant design (P = .035), with implants using an intramedullary referencing guide associated with higher radiation doses. After excluding cases requiring additional procedures, the fluoroscopic time and radiation dose associated with intramedullary referencing guide implants continued to exceed those of the other implants, but the differences were no longer statistically significant (P = .22, P = .09, respectively)., CONCLUSION: The average patient radiation dose during total ankle replacement was approximately one-fifth the recommended maximum yearly radiation exposure. The radiation dose was positively associated with fluoroscopy duration. Among factors controllable by the surgeon, selection of an implant with an extramedullary alignment system and conscious effort to minimize duration of fluoroscopy can reduce harmful radiation exposure and decrease cancer risk in total ankle replacement patients and associated operating room personnel., LEVEL OF EVIDENCE: Level III, comparative series. Copyright © The Author(s) 2014.",Excluded
1248,"Incidence and nature of tumors induced in Sprague-Dawley rats by gamma-irradiation In our previous studies carried out on inbred rats of the Sprague-Dawley strain (L. Gross and Y. Dreyfuss, Proc. Natl. Acad. Sci. USA, 76: 5910-5913, 1979), the tumor incidence was increased following irradiation (150 rads, 5 times, at weekly intervals), from 22 to 93% in females and from 5 to 59% in males. Experiments here reported suggest that 2 consecutive total-body gamma-irradiations of 150 rads each are sufficient to induce in rats the development of tumors, some malignant; 18 of 19 females (94.7%) developed tumors at an average age of 11.4 mo, and seven of the 14 males in this group (50%) developed tumors at an average age of 10.4 mo. In the second group, which received 3 consecutive gamma-irradiations, 20 of 23 females (86.9%) and 5 of 13 males (38.4%) developed tumors at average ages of 9.1 and 7.5 mo, respectively. In the third group, among rats which received 4 consecutive gamma-irradiations, 17 of 19 females (89.4%) and 4 of 12 males (33.3%) developed tumors at average ages of 9.4 and 10.5 mo, respectively. The etiology of tumors either developing spontaneously or induced by irradiation in rats remains to be clarified. Our attempts to detect virus particles by electron microscopy in such tumors or lymphomas have not been successful. As a working hypothesis, we are tempted to theorize that tumors or lymphomas developing spontaneously or induced by gamma irradiation in rats are caused by latent viral agents which are integrated into the cell genome and are cell associated, i.e., not separable from the rat tumor cells by conventional methods thus far used.",Included
2154,Advantage and problem of nephelometry (author's transl),Excluded
1143,"Smartr nuclear imaging-clinical experiences of a new cardiac imaging system Background: Cardiac imaging is a large part of the Nuclear Imaging workload in Australia and New Zealand, there is many modalities and techniques in practice competing to provide good quality studies to the patients and referring clinicians. This presentation discusses one of the newest technologies available and how this new imaging technology has impacted on our department patient workload as well as patient outcomes including reduction of radiation doses, study efficacy and patient comfort/ compliance. Aim(s): To provide information to fellow Nuclear Medicine Technologists of new techniques in Cardiac imaging and how new scanning methods have changed patient radiation doses and patient workflow, as well as the improvements in patient compliance and comfort. Method(s): This presentation outlines the improvements from clinical practice and experiences over the last two years in a busy private nuclear medicine practice. Result(s): Since the introduction of new imaging technology in early 2014 we have experienced improved count sensitivity from this new technology as well as significant reductions in patient radiation dose. We have also seen better patient compliance and comfort levels, as well as changes in patient workflow though our department. Conclusion(s): Nuclear medicine must remain competitive with other imaging modalities to stay relevant in the dynamic environment of medical imaging. This new technology has the potential to do this. It produces the same if not better quality scan using a reduced radiation dose and decrease time, we have also seen improvements in patient comfort and compliance.",Excluded
537,"Adjuvant radiotherapy for low-risk early breast cancer in elderly women: Evidence from randomized trials Breast cancer is the most common cancer pathology in women in the Western world. The median age at diagnosis is 60 years and in the coming decades it is estimated that the number of elderly women affected reaches an important percentage. This aging of the cancer population, associated with its inherent comorbidities and aggravated by the lack of consensus about the most appropriate treatment, make it difficult to administer an effective postoperative treatment in elderly women with a low-risk profile. An exhaustive geriatric evaluation is a sine qua non condition to opt for a specific type of treatment. To date, several options are available such as endocrine therapy (ET) alone, moderate/high hypofractionation and various accelerated partial breast irradiation (APBI) techniques. In this article, we provide information about each of them. Copyright © 2020 Translational Cancer Research. All rights reserved.",Excluded
3357,"Neoadjuvant therapy reduces the incidence of nodal micrometastases in esophageal adenocarcinoma Background We evaluated the impact of neoadjuvant chemoradiotherapy (CRT) on nodal micrometastases (NMMs) in esophageal adenocarcinoma (EAC) patients with histologically negative nodes ([y]pN0). Methods Of 48 consecutively treated patients with neoadjuvant CRT, we selected 20 EAC ypN0 patients (group 1). These patients were matched with 20 pN0 EAC patients who had surgery alone (group 2). Harvested (y)pN0 lymph nodes were examined immunohistochemically (anti-CK8/18 [CAM 5.2]) according to a validated sentinel node protocol. A 3rd group (n = 11) staged as ypN1 after neoadjuvant CRT was used as the control group. Results Upstaging to NMM+ occurred in 2 patients (10%) in group 1 and in 8 patients (40%) in group 2 (P =.028). Disease-free and overall survival rates in NMM+ patients in group 1 were worse compared with NMM- patients (P =.014 and P =.003, respectively) but comparable with ypN1 patients (n = 11). Conclusions A 30% reduction of NMM+ was obtained after neoadjuvant treatment in (y)pN0 patients. NMM+ after CRT had a negative impact on survival in ypN1 patients. These data warrant further investigation in larger prospective datasets. © 2013 Elsevier Inc. All rights reserved.",Excluded
2592,"Physician decision making and trends in the use of cardiac stress testing in the United States: An analysis of repeated cross-sectional data Background: Cardiac stress testing, particularly with imaging, has been the focus of debates about rising health care costs, inappropriate use, and patient safety in the context of radiation exposure., Objective: To determine whether U.S. trends in cardiac stress test use may be attributable to population shifts in demographics, risk factors, and provider characteristics and evaluate whether racial/ ethnic disparities exist in physician decision making., Design: Analyses of repeated cross-sectional data., Setting: National Ambulatory Medical Care Survey and National Hospital Ambulatory Medical Care Survey (1993 to 2010)., Patients: Adults without coronary heart disease., Measurements: Cardiac stress test referrals and inappropriate use., Results: Between 1993 to 1995 and 2008 to 2010, the annual number of U.S. ambulatory visits in which a cardiac stress test was ordered or performed increased from 28 per 10 000 visits to 45 per 10 000 visits. No trend was found toward more frequent testing after adjustment for patient characteristics, risk factors, and provider characteristics (P-0.134). Cardiac stress tests with imaging comprised a growing portion of all tests, increasing from 59% in 1993 to 1995 to 87% in 2008 to 2010. At least 34.6% were probably inappropriate, with associated annual costs and harms of 501 million and 491 future cases of cancer. Authors found no evidence of a lower likelihood of black patients receiving a cardiac stress test (odds ratio, 0.91 [95% CI, 0.69 to 1.21]) than white patients, although some evidence of disparity in Hispanic patients was found (odds ratio, 0.75 [CI, 0.55 to 1.02])., Limitation: Cross-sectional design with limited clinical data., Conclusion: National growth in cardiac stress test use can largely be explained by population and provider characteristics, but use of imaging cannot. Physician decision making about cardiac stress test use does not seem to contribute to racial/ethnic disparities in cardiovascular disease., Primary Funding Source: National Heart, Lung, and Blood Institute and the National Center for Advancing Translational Sciences.Copyright © 2014 American College of Physicians.",Excluded
1719,"Alternative means of estimating maximum permissible activity of I-131 administered to treat thyroid cancer Objectives Maximum permissible activity (MPA) of I-131 to be administered to treat thyroid cancer traditionally combines 2 dose components & requires 5 days of repeatedly measuring whole body gamma radiation with an Anger camera & blood processing. The objective of our study was to determine whether the 2 dose components are sufficiently well correlated to enable estimating total dose from blood work alone. Methods Data were examined retrospectively for all pts studied from 2004 - 2015. An uncollimated gamma camera measured anterior & posterior counts (corrected for background & decay & calibrated by I-131 standards) 6 times over 5 days after administration of 37-74 MBq I-131 to estimate dose to blood from gamma emissions (Dgamma). Blood was sampled within 10 min of each camera measurement, well counter counts of which estimated dose to blood from beta emissions (Dbeta). Adding these 2 estimates provided total dose (DT) to blood forming organs, adjusted for body habitus. Predicted total dose (DP) was obtained from Dbeta alone by linear regression. Conventional MPA was computed as 200 rad/DT & predicted MPA as 200 rad/DP. Results There were 62 pts (age = 61+/-12 yrs; 30 female; 32 male), of whom 2 were studied twice & 3 were studied 3 times, for a total of 68 measurements. DT was progressively larger for pts studied multiple times (rank correlation rho = 0.39, p = 0.004). DP was computed as = -0.005+1.473* Dbeta, & correlated strongly with DT (r = 0.98, p < 0.0001; intercept = 0.04+/-0.02, p = 0.09; slope = 0.95+/-0.02, p < 0.0001), with similar means (0.76+/-0.51 versus 0.76+/-0.52 rad/mCi, paired t-test p = 0.96). Predicted & conventional total doses were similar for pts studied once (0.69+/-0.41 versus 0.68+/-0.42 rad/mCi, p = 0.72), twice (1.06+/-0.69 versus 1.11+/-0.64 rad/mCi, p = 0.39), & 3 times (1.25+/-0.59 versus 1.26+/-0.62 rad/mCi, p = 0.87). Predicted MPA correlated strongly with actual MPA (r = 0.99, p < 0.0001), with similar means (385+/-230 versus 394+/-244 mCi, p = 0.11). Conclusions Similar results are obtained whether uncollimated camera measurements are obtained directly or are estimated based on blood measurements. (Figure Presented).",Excluded
1836,"Effectiveness of Nd: YAG laser therapy on Japanese cedar pollinosis Many have reported on the effectiveness of laser surgery therapy for perennial allergic rhinitis. However, the suppressive effects of laser irradiation on allergic rhinitis and its symptoms have not been reported in patients with pollinosis. This is because therapeutic effects on pollinosis are difficult to evaluate. The amount of pollen in the air varies during the year, and from year to year. Also, allergic symptoms develop due to exposure to the amount of pollen which is markedly influenced by the weather. In this study, the severity of allergic symptoms in the pollen season was compared between patients treated with early medication, non-treated patients and patients treated with preseasonal contact Nd: YAG laser surgery. Results suggests that laser surgery was effective in reducing the severity of symptoms in patients with cedar pollinosis. Symptoms were milder in the laser group than in the medication group and non-treated group for 3-4 weeks after the start of seasonal pollinosis, although no differences were noted in the early weeks. This may be explained by the fact that laser irradiation reduces the lamina propria of the nasal mucosa, the site of allergic reactions. This also suggests that allergic pollen can't penetrate the mucosal surface which shows squamous epithelization after laser irradiation.",Excluded
3,"New radiosensitization treatment (KORTUC-SC) for chemo-resistant supra-clavicular lymph nodes metastasis Purpose/Objective: Linear accelerator-based radiotherapy has little effect on most of locally-advanced neoplasmas that have grown to several centimeters or more. Such tumors contain numerous hypoxic cancer cells and/or large amounts of anti-oxidative enzymes, and are therefore resistant to low linear energy transfer (LET) radiation such as X-rays and electrons from linear accelerators (Linac). We have developed a new radiosensitizer containing hydrogen peroxide & sodium hyaluronate for topical tumor injection for various types of tumors which are not superficially exposed, and the method was named 'KORTUC II'. Safety and effectiveness of the method have already been successfully performed by our clinical trials for patients with unresectable and/or recurrent neoplasms. This study aimed to evaluate the safety and effectiveness of KORTUC II specifically for patients with chemotherapy-resistant supra-clavicular lymph nodes metastasis, and the method was named as KORTUC-SC (KORTUC for supra-clavicular lymph nodes metastasis). For these lesions, curative resection is impossible because of the direct invasion of neoplasms to surrounding cervical great vessels. Therefore new strategies for better local control have been needed. Material(s) and Method(s): This study was performed at Kochi Medical School Hospital between September 2006 and March 2010. Twelve patients (2 men,10 women) with chemotherapy-resistant supraclavicular lymph node metastasis were enrolled into the study after providing fully informed written consent. All the patients underwent PET-CT examinations prior to and at 3 ~ 6 months after KORTUC-SC. We compared these two examination results. Patients were 58 to 77 years old (average age was 65).The radiotherapy regimen was 4 Gy/time, 3 times/week, for 4 weeks, and total dose was 48 Gy. The appropriate energy level of electron beams was selected for individual patients in terms of depth of the target lesion. The injection of 3 to 6 ml of the agent was started from the 5th session of radiotherapy, and was performed twice a week under ultrasonographic guidance. Result(s): The numbers of the patients were 12. Therapeutic effects were evaluated by the FDG-PET performed prior to and following the KORTUC-SC treatment. Treatment was well tolerated, with minimal adverse effects. Of the 12 patients, 6 (50%) showed complete response (CR), 1 (8.3%) showed partial response (PR), 3 (25%) showed stable disease(SD), and another 2 (16.6%) showed progressive disease (PD). Overall survival rate was 83% at 1 year (10/12 patients) and 75% at 2 years (9/12 patients). The mean duration of follow-up at the end of February 2011 was 35.1 months. Conclusion(s): Based on the findings of FDG-PET study, remarkable therapeutic effects of the KORTUC II treatment for chemotherapyresistant supra-clavicular lymph nodes metastasis (KORTUC-SC) were clearly identified. The treatment was well tolerated, with minimal adverse effects such as local pain at the injection site. The treatment outcomes were satisfactory and the adverse events were within the permissible range. This therapy is much less expensive than molecular-targeted therapies in current use, such as Cetuximab. Some well designed prospective randomized clinical trials are needed to confirm the therapeutic efficacy of KORTUC-SC.",Excluded
2325,"Patient-reported versus physiologic swallowing outcomes in patients with head and neck cancer after chemoradiation Objective: The primary objective of this project was to retrospectively investigate the relationship between patient-reported and physiologic swallowing measures after chemoradiation therapy for head neck cancer (HNC). Method(s): Adult patients who underwent chemoradiation therapy for HNC and presented for videofluoroscopic swallow study were reviewed retrospectively. Surgically treated patients were excluded. Patient perception of swallowing-related outcomes was assessed via the MD Anderson Dysphagia Inventory (MDADI) on the same day that physiologic measures of swallow function were obtained. Using vidoefluoroscopic data, the Dynamic Imaging Grade of Swallowing Toxicity (DIGEST) scale yielded measures of safety (DIGEST-S: penetration/aspiration) and efficiency (DIGEST-E: residue). Statistical analysis for correlation coefficients was performed. Result(s): Thirty patients met the inclusion criteria. The oropharynx was the most commonly affected site (70.0%), followed by the larynx (16.7%). The median radiation dose was 72 grays (Gy), and participants were assessed a mean of 4.6 (range 0-12) years following completion of treatment. There was no correlation between the MDADI and the DIGEST-E score (Pearson rho = -0.045, P = 0.812), DIGEST-S score (Pearson rho = 0.075, P = 0.695), or summary DIGEST grade (Pearson rho = 0.046, P = 0.810). MDADI scores did not change significantly with increasing time since radiation (P = 0.375), whereas the DIGEST-E scores, DIGEST-S score, and summary DIGEST grades worsened over time (P = 0.007, P = 0.002, and P = 0.0005, respectively). Conclusion(s): Assessment of swallowing physiology showed that function worsened after chemoradiation therapy, but this did not correlate with patient-reported quality-of-life measures. Reduced patient awareness of swallow dysfunction years after completion of chemoradiation has implications for management of dysphagia in the face of physiologic decline. Level of Evidence: 4. Laryngoscope, 129:2059-2064, 2019.Copyright © 2018 The American Laryngological, Rhinological and Otological Society, Inc.",Excluded
579,"Selecting the best noninvasive imaging test to guide treatment after an inconclusive exercise test Opinion statement: The first step towards approaching a patient with an inconclusive stress test is to identify the initial reason why a stress test was ordered and examine what factors led to inconclusive test results. Next, it is important to ask whether the patient will benefit from further testing, as not all patients with inconclusive test results require additional testing. In patients who are at low-to-intermediate risk, it may be useful to perform coronary CT angiography (CTA) to exclude the presence of obstructive coronary atherosclerosis. Among individuals with no prior history of coronary artery disease, a possible advantage of CTA is that if subclinical atherosclerosis is identified, intensification of lifestyle interventions, and often pharmacotherapy, should be advocated. On the other hand, in high-risk patients or individuals that already have coronary artery disease, the primary objective is to quantify the presence and magnitude of ischemia in order to define the potential role of coronary revascularization procedures. This can be achieved by myocardial perfusion imaging using nuclear imaging or cardiac MRI. Alternatively, a functional evaluation to identify stress-induced wall motion abnormalities using stress echocardiography or MRI can be obtained. In selecting which test to obtain, it is important to understand the strengths and limitations of different imaging tests and to consider patient factors (e.g., body habitus) that may influence the accuracy of various tests. In addition, physicians should consider whether there are any other clinical questions that require imaging. For instance, cardiac MRI may be used to evaluate for infiltrative myocardial disease or pericardial disease whereas cardiac CT can evaluate for lung pathology or diseases of the aorta. Finally, any decision regarding what type of additional testing to obtain should also be based on knowing the local expertise and availability of various testing options. © 2011 Springer Science+Business Media, LLC.",Excluded
30,"Evaluation of a transparent perfluorodecalin-infused patch as an adjunct to laser-assisted tattoo removal: A pivotal trial BACKGROUND AND OBJECTIVE: Laser-assisted treatment of tattoos is well recognized to produce opaque epidermal whitening that prevents multiple sequential passes during a single treatment session. The amount of epidermal whitening produced in association with the procedure can be minimized by topical application of perfluorodecalin (PFD), which is an optical clearing agent. This pivotal trial assessed the ability of a transparent PFD-infused patch used in conjunction with a Q-switched nanosecond laser in the treatment of tattoos to permit multiple laser passes during a single 5 minute treatment session in comparison to the number of passes that could be completed using conventional treatment of the tattoo with the laser alone., STUDY DESIGN: Thirty subjects (mean age 37 years; 14 males) with predominantly dark blue or black tattoos were enrolled in a split-tattoo trial. One half of each tattoo was treated conventionally, whereas the other half was treated through the PFD patch. Treatments were performed using a nanosecond Q-switched 755-nm Alexandrite laser. The number of treatments performed in a 5-minute time period was quantified for each side of the tattoo (primary effectiveness outcome). Patient-reported pain scores and adverse events (AEs) were also evaluated., RESULTS: Significantly more laser passes could be made on average using the PFD patch compared with treatment using the laser alone (3.7 passes vs. 1.4 passes; P < 0.001). AEs were limited to those expected during laser removal of tattoos. The proportions of subjects with transient edema and erythema were lower in the PFD patch treatment group (36.7% vs. 63.3% and 33.3% vs. 70.0%, respectively); all AEs were transient and resolved quickly. No patient in either group exhibited dyschromia (hypo- or hyperpigmentation) in the treatment area at the 1-month post treatment visit. Additionally, when surveyed at the 1-month follow-up visit, all subjects (30/30) preferred to continue laser-assisted tattoo removal with the PFD patch., CONCLUSION: An average of 3.7 laser passes were made in a defined 5-minute treatment session when using the transparent PFD-infused patch, which is significantly more than was possible with the laser alone (average of 1.4 passes). Use of the PFD patch was associated with improved tolerability compared with conventional treatment, with subjects experiencing fewer and less severe AEs related to epidermal injury. Lasers Surg. Med. 49:335-340, 2017. © 2017 Wiley Periodicals, Inc. Copyright © 2017 Wiley Periodicals, Inc.",Excluded
1860,"Genomic characterization of chronic lymphocytic leukemia (CLL) in radiation-exposed Chornobyl cleanup workers Background: Chronic lymphocytic leukemia (CLL) was the predominant leukemia in a recent study of Chornobyl cleanup workers from Ukraine exposed to radiation (UR-CLL). Radiation risks of CLL significantly increased with increasing bone marrow radiation doses. Current analysis aimed to clarify whether the increased risks were due to radiation or to genetic mutations in the Ukrainian population. Method(s): A detailed characterization of the genomic landscape was performed in a unique sample of 16 UR-CLL patients and age- and sex-matched unexposed general population Ukrainian-CLL (UN-CLL) and Western-CLL (W-CLL) patients (n = 28 and 100, respectively). Result(s): Mutations in telomere-maintenance pathway genes POT1 and ATM were more frequent in UR-CLL compared to UN-CLL and W-CLL (both p < 0.05). No significant enrichment in copy-number abnormalities at del13q14, del11q, del17p or trisomy12 was identified in UR-CLL compared to other groups. Type of work performed in the Chornobyl zone, age at exposure and at diagnosis, calendar time, and Rai stage were significant predictors of total genetic lesions (all p < 0.05). Tumor telomere length was significantly longer in UR-CLL than in UN-CLL (p = 0.009) and was associated with the POT1 mutation and survival. Conclusion(s): No significant enrichment in copy-number abnormalities at CLL-associated genes was identified in UR-CLL compared to other groups. The novel associations between radiation exposure, telomere maintenance and CLL prognosis identified in this unique case series provide suggestive, though limited data and merit further investigation.Copyright © 2018 The Author(s).",Excluded
2633,"[Studies on a biological radioprotection. VI. The mortality rate of x-irradiated mice, sex differences and the effect of reproductive glands on radiosensitivity]",Included
2316,"Combined Effects of Three High-Energy Charged Particle Beams Important for Space Flight on Brain, Behavioral and Cognitive Endpoints in B6D2F1 Female and Male Mice The radiation environment in deep space includes the galactic cosmic radiation with different proportions of all naturally occurring ions from protons to uranium. Most experimental animal studies for assessing the biological effects of charged particles have involved acute dose delivery for single ions and/or fractionated exposure protocols. Here, we assessed the behavioral and cognitive performance of female and male C57BL/6J x DBA2/J F1 (B6D2F1) mice 2 months following rapidly delivered, sequential irradiation with protons (1 GeV, 60%), 16O (250 MeV/n, 20%), and 28Si (263 MeV/n, 20%) at 0, 25, 50, or 200 cGy at 4-6 months of age. Cortical BDNF, CD68, and MAP-2 levels were analyzed 3 months after irradiation or sham irradiation. During the dark period, male mice irradiated with 50 cGy showed higher activity levels in the home cage than sham-irradiated mice. Mice irradiated with 50 cGy also showed increased depressive behavior in the forced swim test. When cognitive performance was assessed, sham-irradiated mice of both sexes and mice irradiated with 25 cGy showed normal responses to object recognition and novel object exploration. However, object recognition was impaired in female and male mice irradiated with 50 or 200 cGy. For cortical levels of the neurotrophic factor BDNF and the marker of microglial activation CD68, there were sex x radiation interactions. In females, but not males, there were increased CD68 levels following irradiation. In males, but not females, there were reduced BDNF levels following irradiation. A significant positive correlation between BDNF and CD68 levels was observed, suggesting a role for activated microglia in the alterations in BDNF levels. Finally, sequential beam irradiation impacted the diversity and composition of the gut microbiome. These included dose-dependent impacts and alterations to the relative abundance of several gut genera, such as Butyricicoccus and Lachnospiraceae. Thus, exposure to rapidly delivered sequential proton, 16O ion, and 28Si ion irradiation significantly affects behavioral and cognitive performance, cortical levels of CD68 and BDNF in a sex-dependent fashion, and the gut microbiome.",Included
