,decision,titleabstract
2520,Excluded,"Radiation related complications after ruthenium plaque radiotherapy of uveal melanoma AIMS/BACKGROUND: To analyse radiation related complications and secondary enucleation after irradiation of malignant uveal melanoma with ruthenium-106 plaques.METHODS: A series of 100 consecutive eyes irradiated in 1981-91 was analysed using the life table method and the Cox proportional hazards model. The median apical and scleral tumour dose was 100 Gy (range 15-200 Gy) and 1000 Gy (range 200-1200 Gy), respectively. The median follow up time was 2.8 and 2.0 years (range 1 month to 10 years) for anterior and posterior segment complications, respectively.RESULTS: The 3 and 5 year probabilities of being without radiation cataract were 73% and 63%, without neovascular glaucoma 91% and 81%, without vitreous haemorrhage 83% and 74%, without radiation maculopathy 85% and 70%, and without radiation optic neuropathy 90% and 88%, respectively. The risk of radiation cataract was highest with large tumour size (T1 + T2 v T3, p = 0.0027; height < or = 5 v > 5 mm, p = 0.029; largest basal diameter (LBD) < or = 15 v > 15 mm, p < 0.0001) and location of anterior tumour margin anterior v posterior to the equator (p = 0.0003); the risk of neovascular glaucoma with large size (T1 + T2 v T3, p = 0.039; LBD < or = 15 mm v 15 mm, p = 0.021); and the risk of maculopathy and optic neuropathy with proximity of the posterior tumour margin to the fovea and the optic disc (< or = 1.5 v > 1.5 mm; p = 0.030 and p = 0.0004, respectively). In Cox's multivariate analysis the strongest risk indicator for radiation cataract (RR 1.5, 95% CI 1.4-1.6) and vitreous haemorrhage (RR 1.6, 95% CI 1.4-1.8) was the height of the tumour; for neovascular glaucoma the TNM class (RR 6.2, 95% CI 2.7-13.8); for radiation maculopathy location of posterior tumour margin within 2 mm from the fovea (RR 3.4, 95% CI 2.0-6.0); and for radiation optic neuropathy location of tumour margin within 1 DD of the optic disc (RR 6.1, 95% CI 3.0-12.4). The 3 and 5 year probabilities of avoiding enucleation were 92% and 85%, respectively. Ten eyes were enucleated--six because of recurrent tumour growth, three because of treatment complications, and one because of mistakenly suspected extraocular growth.CONCLUSION: The results suggest that the frequency of radiation related complications after ruthenium brachytherapy of uveal melanoma is acceptable, in particular as regard irradiation of small and medium sized tumours for which ruthenium therapy generally is recommended."
1161,Included,"[Ultrastructure of the pinealocytes in rats exposed to light and radiation] Changes in pinealocytes (PC) were analysed using quantitative electron microscopy in 240 adult male rats from first minutes up to 180 days after their continuous exposure to bright light (CLE) for 48 hours, X-ray irradiation (XRI) or their combination (CE). After CLE early changes of PC included the reduction of rough endoplasmic reticulum (RER), Golgi complex and synaptic ribbons. At 24 hours and 10 days PC secretory activity was increased, while their ultrastructural organization was normalized by 30-180 days. 10 days after XRI degenerative changes were detected in PC that included dilation, fragmentation and vacuolization of RER cisterns, mitochondrial swelling, appearance of large vacuoles and osmiophilic inclusions, increase in lysosome content. Volume density of mitochondria and RER was lower, while that of Golgi complex was higher than in control. PC ultrastructure was restored 30-180 days after XRI. Following CE, the changes in PC ultrastructural organization were more significant at all time interval studied than after the action of single factors. The results obtained indicate that CLE increased the extent of postradiation changes in PC ultrastructural organization during the early time intervals after XRI and at the peak of radiation sickness development."
2736,Excluded,"Crumbs homologue 1 is required for maintenance of photoreceptor cell polarization and adhesion during light exposure Loss of Crumbs homologue 1 (CRB1) function causes either the eye disease Leber congenital amaurosis or progressive retinitis pigmentosa, depending on the amount of residual CRB1 activity and the genetic background. Crb1 localizes specifically to the sub-apical region adjacent to the adherens junction complex at the outer limiting membrane in the retina. We show that it is associated here with multiple PDZ protein 1 (Mupp1), protein associated with Lin-7 (Pals1 or Mpp5) and Mpp4. We have produced Crb1(-/-) mice completely lacking any functional Crb1. Although the retinas are initially normal, by 3-9 months the Crb1(-/-) retinas develop localized lesions where the integrity of the outer limiting membrane is lost and giant half rosettes are formed. After delamination of the photoreceptor layer, neuronal cell death occurs in the inner and outer nuclear layers of the retina. On moderate exposure to light for 3 days at 3 months of age, the number of severe focal retinal lesions significantly increases in the Crb1(-/-) retina. Crb2, Crb3 and Crb1 interacting proteins remain localized to the sub-apical region and therefore are not sufficient to maintain cell adhesion during light exposure in Crb1(-/-) retinas. Thus we propose that during light exposure Crb1 is essential to maintain, but not assemble, adherens junctions between photoreceptors and Muller glia cells and prevents retinal disorganization and dystrophy. Hence, light may be an influential factor in the development of the corresponding human diseases."
3102,Excluded,"Metastatic location of extensive stage small-cell lung cancer: implications for thoracic radiation BACKGROUNDS: This study was designed to evaluate the role of thoracic radiotherapy (TRT) in a selected patient population with oligometastatic extensive stage small-cell lung cancer (ES-SCLC) without brain or liver involved. The underlying hypothesis was that TRT will improve outcomes in this favorable patient population.METHODS: 305 patients were included in an institutional review board (IRB)-approved study, of which 105 received TRT after chemotherapy (ChT) and 200 received ChT alone. The survival outcomes were compared between ChT+TRT group and ChT-alone group in patients with oligometastasis without brain or liver involved and patients with brain/liver/multimetastasis, respectively.RESULTS: The 1-year, 2-year and 5-year overall survival (OS) for all patients were 60.3%, 23.9% and 1.6%, respectively. The addition of TRT significantly improved PFS in total patients than ChT alone (14.5 months vs. 10.1 months, p = 0.006), but the OS benefit was not significant (17.8 months vs. 16.5 months, p = 0.061). For patients with oligometastasis (n = 118), TRT offered significant progression free survival (PFS) (16.5 months vs. 9.1 months, p = 0.005) and OS (19.2 months vs. 15.6 months, p = 0.039) benefits. However, for patients with brain/liver/multimetastasis, the PFS and OS were not improved with TRT (p = 0.49, p = 0.811).CONCLUSIONS: TRT provided significant PFS and OS benefits in patients with oligometastatic ES-SCLC without brain or liver involved. The consolidative TRT is a reasonable treatment option for this favorable patient population."
504,Excluded,"Results of a randomized, global, multi-center study of whole-brain radiation therapy (WBRT) plus veliparib or placebo in patients (pts) with brain metastases (BM) from non-small cell lung cancer (NSCLC) Background: Veliparib (V) is a potent, orally bioavailable PARP inhibitor that crosses the blood brain barrier. Phase 2 trials in BRCA pts as monotherapy or in unselected pts in combination with platinum-based chemotherapy have demonstrated evidence of efficacy. V plus radiation has shown promising efficacy in preclinical models and clinically in combination with WBRT. Method(s): Pts were randomized 1:1:1 to WBRT plus V 50 mg BID (V50), V 200 mg BID (V200), or P BID. Treatment began within 28 days (d) of diagnosis. Pts received 30 Gray WBRT in 10 fractions. V50, V200, or P BID was self-administered starting on d 1 of WBRT and continuing until 1 d after completion. The primary endpoint was overall survival (OS). Survival was assessed at 2 month (m) intervals for 6 m then every 3 m (>=36 m). Pts who received >=1 dose were included in the safety analyses; AEs were compared across arms using Fisher's exact test. Result(s): 307 pts were randomized. OS, intracranial response rate, and time to clinical or radiographic progression were not statistically significantly different between any of the V arms and the P arm. There were no differences in all grade adverse drug reactions (ADRs) across arms and a modest improvement in grade 3/4 AEs in the V arms. Conclusion(s): Although preclinical and early clinical data suggested that V might synergize with radiotherapy, there was no difference in multiple study endpoints between V50 or V200 and P in this setting. Safety parameters observed in the V arms were generally similar to the P arm; no new safety signals of V were identified. (Table Presented)."
657,Excluded,"Skilled motor learning does not enhance long-term depression in the motor cortex in vivo Learning of motor skills may occur as a consequence of changes in the efficacy of synaptic connections in the primary motor cortex. We investigated if learning in a reaching task affects the excitability, short-term plasticity, and long-term plasticity of horizontal connections in layers II-III of the motor cortex. Because training in this task requires animals to be food-deprived, we compared the trained animals with similarly food-deprived untrained animals and normal controls. The results show that the excitability, short-term plasticity, and long-term plasticity of the studied horizontal connections were unaffected by motor learning. However, stress-related effects produced by food deprivation and handling significantly enhanced the expression of long-term depression in these pathways. These results are compatible with the hypothesis that the acquisition of a complex motor skill produces bi-directional changes in synaptic strength that are distributed throughout the complex neural networks of motor cortex, which remains synaptically balanced during learning. The results are incompatible with the idea that learning causes large unidirectional changes in the population response of these neural networks, which may occur instead during certain behavioral states, such as stress."
107,Included,"Irradiation inactivation studies of the dopamine D1 receptor and dopamine-stimulated adenylate cyclase in rat striatum In frozen rat striatal tissue, exposed to 10 MeV electrons from a linear accelerator, the sizes of the dopamine (DA) D1 receptor and the DA-sensitive adenylate cyclase complex were determined using target size analysis. The number of D1 receptors (labelled by [3H]SCH 23390) declined monoexponentially with increasing radiation intensity, yielding a molecular weight (mol.wt.) of 80 kDa. Also the activity of the catalytic unit (C) of the adenylate cyclase (as measured by forskolin stimulation), decreased monoexponentially, however with a mol.wt. of 145 kDa. Both basal, DA- and fluoride (F-)-stimulated activity declined in a concave-downward fashion with a limiting mol.wt. of 134, 138 and 228 kDa, respectively. It was estimated that the basal and DA-stimulated activity originated from an enzyme complex with a mol.wt. of 325 kDa, a value close to the combined size of RGs and C. These data suggest that F- stimulation of the adenylate cyclase, which occurs by a Gs activation, does not cause dissociation of Gs into the alpha s and beta gamma subunits. Further, the DA-regulated adenylate cyclase apparently exists as a complex consisting of RGs and C; the mechanism of hormonal activation is a dissociation of C from this complex."
24,Excluded,"From prion diseases to prion-like propagation mechanisms of neurodegenerative diseases Prion diseases are fatal neurodegenerative sporadic, inherited, or acquired disorders. In humans, Creutzfeldt-Jakob disease is the most studied prion disease. In animals, the most frequent prion diseases are scrapie in sheep and goat, bovine spongiform encephalopathy in cattle, and the emerging chronic wasting disease in wild and captive deer in North America. The hallmark of prion diseases is the deposition in the brain of PrP<sup>Sc</sup>, an abnormal beta-sheet-rich form of the cellular prion protein (PrP<sup>C</sup>) (Prusiner 1982). According to the prion hypothesis, PrP<sup>Sc</sup> can trigger the autocatalytic conversion of PrP<sup>C</sup> into PrP<sup>Sc</sup>, presumably in the presence of cofactors (lipids and small RNAs) that have been recently identified. In this review, we will come back to the original works that led to the discovery of prions and to the protein-only hypothesis proposed by Dr. Prusiner. We will then describe the recent reports on mammalian synthetic prions and recombinant prions that strongly support the protein-only hypothesis. The new concept of ""deformed templating"" regarding a new mechanism of PrP<sup>Sc</sup> formation and replication will be exposed. The review will end with a chapter on the prion-like propagation of other neurodegenerative disorders, such as Alzheimer's and Parkinson's disease and tauopathies. © 2013 Isabelle Acquatella Tran Van Ba et al."
1017,Excluded,"Occupational exposure to electromagnetic fields in relation to leukemia and brain tumors: a case-control study in Sweden Occupational exposure to low-frequency electromagnetic fields (EMF) was studied in 250 leukemia patients and 261 brain-tumor cases, diagnosed in 1983-87 and compared with a control group of 1,121 randomly selected men, from the mid-region of Sweden, 1983-87. We based the exposure assessment on measurements from 1,015 different workplaces. On the basis of the job held longest during the 10-year period before diagnosis, we found an association between the average, daily, mean level of EMF and chronic lymphocytic leukemia (CLL). The risk increased with increasing level of exposure. The odds ratios (OR) and the 95 percent confidence interval (CI) for three consecutive levels of exposure were: 1.1 (CI = 0.5-2.3); 2.2 (CI = 1.1-4.3); 3.0 (CI = 1.6-5.8), respectively. No association was observed for acute myeloid leukemia (OR = 1.0, CI = 0.5-1.8; OR = 0.8, CI = 0.4-1.6; OR = 1.0, CI = 0.6-1.9). For brain tumors, the corresponding risk estimates were 1.0 (CI = 0.7-1.6); 1.5 (CI = 1.0-2.2); 1.4 (CI = 0.9-2.1). Different EMF indices were tested. Tasks with frequent or large variations between high and low field-densities (high standard deviation) were more common among CLL subjects. For brain tumors, a prolonged high level (high median values) showed the strongest association. Confounding by place of residence, smoking, benzene, ionizing radiation, pesticides, and solvents was evaluated, and these factors did not seem to have a decisive influence on the associations. We also analyzed other potential sources of bias. For CLL, there were indications of an excess number of low-exposure subjects among non-responders, which, to some extent, may have enhanced but not caused the risk estimates obtained. Our conclusion is that the study supports the hypothesis that occupational EMF exposure is a hazard in the development of certain cancers."
2076,Excluded,"Radiation and Immunotherapy in High-grade Gliomas: Where Do We Stand? High-grade glioma is the most common primary brain tumor, with glioblastoma multiforme (GBM) accounting for 52% of all brain tumors. The current standard of care (SOC) of GBM involves surgery followed by adjuvant fractionated radiotherapy and chemotherapy. However, little progress has been made in extending overall survival, progression-free survival, and quality of life. Attempts to characterize and customize treatment of GBM have led to mitigating the deleterious effects of radiotherapy using hypofractionated radiotherapy, as well as various immunotherapies as a promising strategy for the incurable disease. A combination of radiotherapy and immunotherapy may prove to be even more effective than either alone, and preclinical evidence suggests that hypofractionated radiotherapy can actually prime the immune system to make immunotherapy more effective. This review addresses the complications of the current radiotherapy regimen, various methods of immunotherapy, and preclinical and clinical data from combined radioimmunotherapy trials."
1968,Excluded,"Novel risk stratification score for predicting early distant brain failure and salvage whole-brain radiotherapy after stereotactic radiosurgery for brain metastases BACKGROUND The purpose of this study was to evaluate predictors of early distant brain failure (DBF) and salvage whole-brain radiotherapy (WBRT) after treatment with stereotactic radiosurgery (SRS) for brain metastases and create a clinically relevant risk score to stratify patients' risk for these events. METHODS The records of 270 patients with brain metastases who were treated with SRS between 2003 and 2012 were reviewed. Pretreatment patient and tumor characteristics were analyzed with univariate and multivariate analyses. The cumulative incidences of first DBF and salvage WBRT were calculated. Significant factors were used to create a score for stratifying early (6-month) DBF risk. RESULTS No prior WBRT, a total lesion volume < 1.3 cm<sup>3</sup>, primary breast cancer or malignant melanoma histology, and multiple metastases (>=2) were found to be significant predictors of early DBF. Each factor was ascribed 1 point because of similar hazard ratios. Scores of 0 to 1, 2, and 3 to 4 were considered to indicate low, intermediate, and high risk, respectively. This correlated with 6-month cumulative incidences of DBF of 16.6%, 28.8%, and 54.4%, respectively (P < .001). For patients without prior WBRT, the 6-month cumulative incidence of salvage WBRT was 2%, 17.7%, and 25.7%, respectively (P < .001). CONCLUSIONS Early DBF after SRS requiring salvage WBRT remains a significant clinical problem. Patient stratification for early DBF can better inform the decision for the initial treatment strategy for brain metastases. The provided risk score may help to predict early DBF and subsequent salvage WBRT if SRS is initially used. External validation is needed before clinical implementation. Cancer 2015;121:3836-3843. Copyright © 2015 American Cancer Society."
1926,Excluded,"Lung cancer: ASCO 2014 update At the American Society of Clinical Oncology (ASCO) meeting 2014, the most striking abstracts on lung cancer treatment addressed-as expected-aspects of targeted therapy. The most probable practice changing data came from the presentation of the PROFILE 1014 trial dealing with anaplastic lymphoma kinase-positive non-small-cell lung carcinoma patients treated with crizotinib or chemotherapy in the first-line setting, which confirmed a comparable degree of benefit from crizotinib treatment as reported in second-line treatment. After 10 years of epidermal growth factor receptor (EGFR)-directed therapy, there were for the first time reports on phase I data on new agents showing efficacy in tyrosine-kinase inhibitor pre-treated patients with secondary resistance (i.e. T790M mutation). Monoclonal antibodies directed against EGFR and vascular endothelial growth factor receptor given in addition to conventional chemotherapy (SQUIRE and REVEL, respectively) resulted in significant but less impressive results. Notable improvements in overall survival in these two studies were not restricted to patients with adenocarcinoma but proved beneficial in patients with squamous cell carcinoma as well. Unfortunately, as in the aftermath of many past ASCO meetings, there will be no significant changes concerning systemic treatment of small cell lung cancer in the near future. Copyright © 2014, Springer-Verlag Wien."
2388,Excluded,"The ketone body s-hydroxybutyrate radiosensitizes glioblastoma multiforme stem cells Glioblastomamultiforme (GBM) is amalignant brain tumor that typically recurs following standard treatment with surgery, radiation and chemotherapy. A rare population of radio-chemoresistant glioma stem cells (GSCs) is implicated in tumor repopulation and progression following treatment. Improvement in the prognosis of these patients requires the development of new therapeutic approaches. One emerging strategy is to target aberrant cell metabolism, a trait shared by virtually all tumor cells. The ketogenic diet (KD), a high fat, low carbohydrate and protein metabolic therapy has demonstrated anti-tumor effects alone, and in combination with radiation. The KD prolongs survival in animal glioma models, and when used in conjunction with radiation 9 of 11micewere cured of their implanted tumors. We are now extending this work to determine if the ketone body, beta-hydroxybutyrate (betaHB) radiosensitizes human GSCs in vitro. The effects of betaHB on growth were examined at various betaHB concentrations in two GSC lines, L0andL1. Both 5mM and 10 mM betaHB significantly reduced GSC growth. When coupled with 4Gy of radiation, 5mM betaHB treatment significantly reduced L1 neurosphere formation and frequency, more than either betaHB treatment or radiation alone. In L0, combination treatment significantly reduced neurosphere formation and frequency, more than radiation alone. To explore underlying mechanisms we are investigating the effect of betaHB on DNA damage and repair in GSCs. Additionally, we are determining the effect of betaHB on hypoxia within GSC neurospheres by analyzing expression of hypoxia inducible factor 1 alpha and the hypoxic marker carbonic anhydrase 9. We previously showed that the KD reduced the expression of these genes in a mouse glioma model. Taken altogether, these data suggest that betaHB may sensitize GBMs to radiation by inhibiting growth of both glioma cells and GSCs, which may have implications for its use to treat tumor recurrence."
3069,Excluded,"Nonlinear modeling of auditory-nerve rate responses to wideband stimuli The spectral selectivity of auditory nerve fibers was characterized by a method based on responses to random-spectrum-shape stimuli. The method models the average discharge rate of fibers for steady stimuli and is based on responses to approximately 100 noise-like stimuli with pseudorandom spectral levels in 1/8- or 1/16-octave frequency bins. The model assumes that rate is determined by a linear weighting of the spectrum plus a second-order weighting of all pairs of spectrum values within a certain frequency range of best frequency. The method allows prediction of rate responses to stimuli with arbitrary wideband spectral shapes, thus providing a direct test of the degree of linearity of spectral processing Auditory-nerve fibers are shown to rely mainly on linear weighting of the stimulus spectrum; however, significant second-order terms are present and are important in predicting responses to random-spectrum shape stimuli, although not for predicting responses to noise filtered with cat head-related transfer functions. The second-order terms weight the products of levels at identical frequencies positively and the products of different frequencies negatively. As such, they model both curvature in the rate versus level function and suppressive interactions between different frequency components. The first- and second-order characterizations derived in this method provide a measure of higher-order nonlinearities in neurons, albeit without providing information about temporal characteristics."
465,Excluded,"Water permeability of rat liver mitochondria: A biophysical study The movement of water accompanying solutes between the cytoplasm and the mitochondrial spaces is central for mitochondrial volume homeostasis, an important function for mitochondrial activities and for preventing the deleterious effects of excess matrix swelling or contraction. While the discovery of aquaporin water channels in the inner mitochondrial membrane provided valuable insights into the basis of mitochondrial plasticity, questions regarding the identity of mitochondrial water permeability and its regulatory mechanism remain open. Here, we use a stopped flow light scattering approach to define the water permeability and Arrhenius activation energy of the rat liver whole intact mitochondrion and its membrane subcompartments. The water permeabilities of whole brain and testis mitochondria as well as liposome models of the lipid bilayer composing the liver inner mitochondrial membrane are also characterized. Besides finding remarkably high water permeabilities for both mitochondria and their membrane subcompartments, the existence of additional pathways of water movement other than aquaporins are suggested."
1128,Excluded,"Effects of obesity on noninvasive test results in patients with suspected cardiac ischemia: Insights from the PROMISE trial BACKGROUND: Obesity is a risk factor for coronary artery disease (CAD), but adiposity may mimic symptoms of CAD and reduce the accuracy of diagnostic testing.METHODS: Patients from the PROMISE trial (n=8889) were classified according to body mass index (BMI). We assessed relationships between BMI, physician's preference of functional test, test positivity, and results of invasive coronary angiography (Cath) using logistic regression models.RESULTS: Nearly half (48%) of the patients had BMI>=30kg/m<sup>2</sup>, and 20% had BMI>=35. Providers were more likely to prefer nuclear myocardial perfusion imaging (MPI) over other functional tests as BMI increased. The rate of test positivity with coronary computed tomographic angiography (CTA) was not different (10% vs. 12%) in patients with BMI >=35 vs. < 35. The same was true for stress echocardiogram and stress electrocardiogram (positivity 8-13%, P>0.8 for both). In contrast, MPI was significantly more likely to be positive in those with BMI >=35 vs. <35 (18% vs. 13%; P=0.001). The likelihood of obstructive CAD at Cath did not differ with BMI >=35 vs. <35 in patients having CTA (52% vs. 59%, P=0.22), but among MPI patients, Cath positivity was only 29% with BMI >=35 vs. 48% with BMI <35 (P=0.005). Radiation exposure increased with higher BMI in both MPI and CTA groups.CONCLUSIONS: Increasing levels of obesity adversely affect the diagnostic yield of MPI more than CTA. The degree of obesity should be considered when choosing evaluation strategies for patients with chest pain.CLINICAL TRIAL REGISTRATION: PROMISE ClinicalTrials.gov number, NCT01174550."
492,Excluded,"Coordinated action of the Fanconi anemia and ataxia telangiectasia pathways in response to oxidative damage Fanconi anemia (FA) and ataxia telangiectasia (AT) share common traits such chromosomal instability and proneness to hematological cancers. Both AT and FA cell lines, and patients, are characterized by abnormally high levels of oxidative stress markers. The key FA protein FANCD2 is phosphorylated on Ser 222 by ATM after ionizing radiation (IR), thus allowing normal activation of the S-phase checkpoint, and ATM cells are known to be hypersensitive to oxidative damage. In this work we show that FANCD2 deficient cells have a defective S-phase checkpoint after Hydrogen Peroxide (H(2)O(2)) induced oxidative damage. ATM dependent phosphorylation of FANCD2 at the S222 residue is necessary for normal S-phase checkpoint activation after oxidative stress, while FANCD2 monoubiquitination at K561 is dispensable. We also show that FANCD2 is not required for base excision repair of 8-oxoG and other DNA lesions (abasic sites, uracils), while treatments that exclusively induce 8-oxoG, but not DNA double strand breaks, fail to activate FANCD2 monoubiquitination, thus indicating that the known accumulation of 8-oxoG in FA cells reflects an overproduction of ROS rather than defective processing of oxidized bases. We conclude that the handling of DNA damage after H(2)O(2)-induced oxidative stress requires the coordinated action of FANCD2 and ATM."
2886,Excluded,"New approach to relieving pain and distress during high-dose-rate intracavitary irradiation for cervical cancer BACKGROUND AND PURPOSE: To relieve the pain and distress experienced by women who undergo high-dose-rate intracavitary radiotherapy (HDR-ICRT) for cervical cancer and to improve the current status of gynecologic brachytherapy in Japan, a new intravenous anesthetic protocol involving the administration of a combination of propofol and ketamine was developed. The primary aim of this study is to investigate the efficacy and safety of this new anesthetic protocol during HDR-ICRT for cervical cancer.METHODS AND MATERIALS: All the patients who were diagnosed with cervical cancer between December 2008 and February 2011, treated with three-channel brachytherapy and subjected to the new sedation protocol, were evaluated. A visual analog scale (VAS) was used to assess the pain during brachytherapy, and we collected VAS score at the next HDR-ICRT. Toxicities were graded using the Common Toxicity Criteria, version 3.RESULTS: A total of 178 sessions of HDR-ICRT were delivered to 57 patients. The patients' median VAS pain score was 0 (range, 0-10). The most frequent side effect was Grade 1-2 nausea, which occurred in 33 sessions (34%). However, 13 of 14 patients received concurrent cisplatin chemotherapy. None of the patients experienced Grade 3 or 4 adverse events.CONCLUSIONS: We have demonstrated that our new intravenous anesthetic protocol produces appropriate effects and can be performed by radiation oncologists who were required to finish training in basic life support and the cooperative system of emergency according to in-house guideline."
111,Excluded,"Timing and characteristics of perceptual attenuation by transcranial stimulation: a study using magnetic cortical stimulation and somatosensory-evoked potentials Transcranial cortical magnetic stimulation (CMS) is a noninvasive, non-noxious procedure to induce perceptual attenuation when applied concomitant to sensory stimuli. To investigate the perceptual timing of simple stimulus features in the somatosensory modality, we applied right hemisphere CMS at different intervals following a stimulus delivered to the left hand. Different intervals between peripheral stimuli and CMS were defined according to the components of the somatosensory-evoked potentials (SEP), previously obtained in response to the same stimulus. Perceptual attenuation was maximal when CMS coincided with the primary cortical response (parietal N20 potential); conversely, perception of stimulus intensity was not modified when CMS was concomitant with the N200 and P300 potentials. Using small CMS intensities, a ""perceptual dip"" was observed when CMS arrived in coincidence with the N120 potential, a SEP response thought to be originated in part in the second somatic area. Our results support the view that both N200 and P300 are post-perceptual responses. The results also suggest that the cortical processes active during the N20 and N120 potentials may be essential for the conscious perception of somatosensory stimuli delivered to the hand."
2994,Excluded,"Efficacy and safety of transdermal fentanyl for the treatment of oral mucositis pain caused by chemoradiotherapy in patients with esophageal squamous cell carcinoma PURPOSE: Oral mucositis is one of the most painful side effects found in esophageal squamous cell carcinoma (ESCC) patients treated with chemoradiotherapy. The transdermal route of administration is worthy of investigation for patients who suffer from dysphagia due to severe oral mucositis. In this phase 2 study, we investigated the efficacy and safety of transdermal fentanyl (TDF) for mucositis pain caused by chemoradiotherapy in ESCC patients.METHODS: Forty-six ESCC patients who experienced moderate to severe oral mucosal pain during chemoradiotherapy received TDF for pain relief. The assessment of pain was made according to the Numeric Rating Scale (NRS). Efficacy and safety of TDF was collected and conducted in an open-label fashion. The analgesic effect, quality of life, and side effects were evaluated after the administration of transdermal fentanyl using the paired sample Wilcoxon signed rank test.RESULTS: The mucositis-induced pain disappeared in 31 (67.4 %) patients during the treatment with transdermal fentanyl with the median time of onset at day 6.6 (range 3-14). The median Numeric Rating Scale (NRS) score was reduced from 6 (range 3-9) before treatment to 4.5 (range 2-9), 3 (range 2-8), 2.5 (range 1-8), 2 (range 0-6), and 0 (range 0-4) on days 3, 6, 9, 11, and 15, respectively, after treatment (P < 0.001). The patients' quality of life also improved significantly (P < 0.01). The side effects of treatment were mild and disappeared within several days.CONCLUSION: Transdermal fentanyl is an effective, convenient, and well-tolerated treatment for mucositis pain caused by chemoradiotherapy, which can improve ESCC patients' quality of life."
2220,Excluded,"Assembly of actin-containing cortex occurs at distal regions of growing neurites in PC12 cells Although actin filaments are known to be localized in the cortex of axons and in the growth cones of nerve cells, it is unclear how actin-containing structures are assembled during nerve growth. We have studied the formation of actin structures in growing neurites by microinjecting fluorescent phalloidin or actin into PC12 neuron-like cells to label endogenous actin filaments. Upon stimulation of neurite growth in cells microinjected with fluorescent phalloidin, little or no fluorescence was detected in nascent growth cones and adjacent neurites despite the presence of actin filaments in these regions, suggesting that actin filaments were primarily formed by de novo assembly rather than the transport and reorganization of pre-existing, phalloidin-labeled actin filaments. Time-lapse observations of the distribution of phalloidin-labeled actin filaments during neurite elongation confirmed that fluorescence associated with pre-existing neurite cortex spread out more slowly than the elongation of neurites. Furthermore, when a dark spot was photobleached with a laser microbeam along neurites of cells microinjected with either fluorescent phalloidin or actin, the spot showed no appreciable translocation during active neurite elongation. Taken together, these results suggest that de novo assembly of actin filaments plays a crucial role in the formation of growth cones and adjacent cortex in the distal region of neurites, but does not appear to require the anterograde or retrograde transport of cortical filaments, or the passive stretching of the proximal segment of the neurite cortex."
1971,Excluded,"Nuclear double-fluorescent reporter for in vivo and ex vivo analyses of biological transitions in mouse nuclei Cre-responsive dual-fluorescent alleles allow in situ marking of cell lineages or genetically modified cells. Here we report a dual-fluorescent allele, ROSA <sup>nT-nG</sup> , which directs nuclear accumulation of tdTomato in Cre-naive lineages. Cre converts the allele to ROSA <sup>nG</sup> , which drives nuclear EGFP accumulation. Conditions were established for analyzing marked nuclei by flow cytometry on the basis of red-green fluorescence and ploidy, with a particular focus on liver nuclei. Hydrodynamic delivery of a Cre-expression plasmid was used to time-stamp arbitrary hepatocytes for lineage tracing. The distinct green fluorescence of nuclei from Cre-exposed lineages facilitated analyses of ploidy transitions within clones. To assess developmental transitions in liver nuclei, ROSA <sup>nT-nG</sup> was combined with the hepatocyte-specific AlbCre transgene, facilitating discrimination between hepatocyte and nonhepatocyte nuclei. Nuclei extracted from postnatal day 2 (P2) livers were 41 % green and 59 % red and reached a stable level of 84 % green by P22. Until P20, green nuclei were >98 % diploid (2N); at P40 they were ~56 % 2N, 43 % 4N, and <1 % 8N; and by P70 they reached a stable distribution of ~46 % 2N, 45 % 4N, and 9 % 8N. In conclusion, ROSA <sup>nT-nG</sup> will facilitate in vivo and ex vivo studies on liver and will likely be valuable for studies on tissues like muscle, kidney, or brain in which cells are refractory to whole-cell flow cytometry, or like trophectoderm derivatives or cancers in which cells undergo ploidy transitions."
2360,Included,"Gamma irradiation inhibits neointimal hyperplasia in rats after arterial injury BACKGROUND AND PURPOSE: Restenosis complicates a significant proportion of endovascular and open vascular procedures such as carotid endarterectomy. In contrast to the primary atheroma, restenosis is characterized by intimal hyperplasia of vascular smooth muscle cells. We hypothesized that gamma radiation would reduce restenosis by limiting intimal hyperplasia after arterial injury.METHODS: To demonstrate the effect of gamma radiation on smooth muscle hyperplasia in vivo, a standardized bilateral carotid balloon catheter arterial injury was produced in 37 rats. A single dose of 750, 1500, or 2250 cGy (1cGy = 1 rad) gamma radiation was delivered to the right carotid artery at either 1 or 2 days after injury; the shielded contralateral carotid artery served as matched control. At 21 days after injury, vessels were perfusion-fixed in situ, and cross-sectional area of neointima was determined from axial sections using image analysis.RESULTS: Marked reductions in neointimal cross-sectional area were demonstrated in vessels subjected to 1500- and 2250-cGy radiation at both 1 and 2 days after injury. A less prominent effect was noted for 750 cGy, reaching statistical significance only at 2 days after injury. By two-way ANOVA, radiation dose (P = .0002), timing of radiation delivery (P = .003), and an interaction between timing and dose (P = .0278) were significantly associated with reduction in neointimal cross-sectional area. At 1500 cGy, delivery of radiation 1 day after injury inhibited neointimal hyperplasia more prominently than the same dose 2 days after injury; a dose-response relation was evident at 1 day.CONCLUSIONS: Radiation may be an important adjunctive therapy for reducing the incidence of restenosis after angioplasty or endarterectomy."
