,decision,titleabstract
1377,Excluded,"Simultaneous multiple craniotomies in the management of multifocal malignant brain lesions: case reports The appropriate strategy for treating multiple malignant brain tumors has not been well established. We discuss the indications and surgical considerations of multiple craniotomies in the same surgical session, and present three such cases. A 41-year-old woman (case 1) and a 65-year-old man (case 2), both presented with two metastatic brain lesions, one in each hemisphere. The third case was a 65-year-old woman with multiple recurrent atypical meningiomas, who underwent surgical removal in two stages. In the first surgery, only the superior sagittal sinus lesion was excised. Then in the second surgery, multiple disseminated bilateral convexity tumors were excised through a craniotomy on each side. All cases had a remarkable neurological improvement immediately after surgery. We suggest that the indications for surgical removal of multiple brain tumors with two or more craniotomies in the same surgical session are: 1) progressing neurological symptoms, 2) tumors with a maximum diameter more than 2 cm, 3) resistance to radiation and/or chemotherapy, 4) ability to tolerate the scheduled surgical time, 5) vital prognosis anticipated to be more than 3 months, 6) expectation of significant neurological improvement, and 7) single-session surgery not carrying more risk than multiple surgeries."
1287,Excluded,"Acoustic neuroma: potential benefits of fractionated stereotactic radiosurgery BACKGROUND: Single-fraction radiosurgery of acoustic neuromas less than 3 cm in diameter is remarkable for high control but not infrequent incidence of facial and trigeminal neuropathy. Larger tumors treated surgically often result in deafness and facial neuropathy. Fractionated stereotactic radiosurgery was used in an effort to maintain effective therapy while minimizing toxicity of treatment.METHODS: The authors described 38 patients with acoustic neuromas, with age range 35-89 years (mean, 60 years). 2,000 cGy in divided weekly doses of 400 or 500 cGy was most commonly prescribed. Tumors > or = 3 cm (n = 16) received the 5 fraction schema. Mean tumor volume was 6.9 cm3, with range from 0.1 to 32.0 cm3.RESULTS: Median clinical follow-up was 27.1 months, while neuroimaging follow-up had a median of 16.3 months. All tumors were controlled. Of 23 tumors smaller than 3 cm, 14 (61%) decreased in size, and 9 showed cessation of growth. Thirteen of 16 (81%) large acoustic neuromas (3-5 cm) diminished in size. The remaining 3 showed cessation of growth. Median radiographic follow-up was 20 months, with a median clinical follow-up of 28 months. No patient developed fifth nerve symptoms after treatment nor did any patient require surgery for treatment failure. Only one had temporary seventh nerve palsy.CONCLUSION: Fractionated stereotactic radiosurgery offers a therapeutic approach producing high control rates while avoiding morbidity frequently seen after single-fraction radiosurgery or microsurgery."
1545,Excluded,"Adjuvant treatment of brain metastases With an incidence of 15/10<sup>5</sup> in the general population, brain metastases constitute a serious, debilitating complication in cancer patients. The majority of those patients suffer from more than one metastasis, but up to 30% to 40% present with a solitary lesion. Whole-brain radiotherapy (WBRT) extends median survival from 1 to 2 months for treatment with steroids only, to 4 to 6 months in most series. However, long-term survival (>1-2 years) is observed in up to 10% of patients with favorable prognostic factors, such as solitary lesions, good Karnofsky performance status, and absence of extracranial disease. For those patients, individually optimized treatment is worthwhile. For good-prognosis patients with controlled extracranial disease, surgery in combination with postoperative WBRT should be considered, especially when fast relief of symptoms is mandated. For surgically inaccessible solitary lesions below a size threshold of approximately 30 ccm, stereotactic radiosurgery (RS), although never compared to surgery in a randomized fashion, seems to yield comparable results and is the treatment of choice for more than one lesion in appropriately selected patients. Nevertheless, a number of questions concerning the optimal treatment regimens for brain metastases remain. These mainly concern the radiation dose, need for a combination of RS and WBRT, relative timing of different treatment modalities, and maximum number of brain metastases that can reasonably be treated with RS when long-term progression-free survival is the goal. However, RS is definitely an excellent option for salvage and palliation in patients with short life expectancy, as it is simultaneously noninvasive and cost-effective, with short hospitalization times. © 2001 Wiley-Liss, Inc."
23,Included,"Short and long-term evaluation of the impact of proton minibeam radiation therapy on motor, emotional and cognitive functions Radiotherapy (RT) is one of the most frequently used methods for cancer treatment. Despite remarkable advancements in RT techniquesthe treatment of radioresistant tumours (i.e. high-grade gliomas) is not yet satisfactory. Finding novel approaches less damaging for normal tissues is of utmost importance. This would make it possible to increase the dose applied to tumours, resulting in an improvement in the cure rate. Along this line, proton minibeam radiation therapy (pMBRT) is a novel strategy that allows the spatial modulation of the dose, leading to minimal damage to brain structures compared to a high dose (25 Gy in one fraction) of standard proton therapy (PT). The aim of the present study was to evaluate whether pMBRT also preserves important cerebral functions. Comprehensive longitudinal behavioural studies were performed in irradiated (peak dose of 57 Gy in one fraction) and control rats to evaluate the impact of pMBRT on motor function (motor coordination, muscular tonus, and locomotor activity), emotional function (anxiety, fear, motivation, and impulsivity), and cognitive function (learning, memory, temporal processing, and decision making). The evaluations, which were conducted over a period of 10 months, showed no significant motor or emotional dysfunction in pMBRT-irradiated rats compared with control animals. Concerning cognitive functions, similar performance was observed between the groups, although some slight learning delays might be present in some of the tests in the long term after irradiation. This study shows the minimal impact of pMBRT on the normal brain at the functional level."
3093,Excluded,"Multiwavelength optical intrinsic signal imaging of cortical spreading depression Cortical spreading depression (CSD) is an important disease model for migraine and cerebral ischemia. In this study, we exploit the high temporal and spatial resolution of optical imaging to characterize perfusion-dependent and -independent changes in response to CSD and to investigate the etiology of reflectance changes during CSD. In this experiment, we characterized the optical response to CSD at wavelengths that emphasize perfusion-related changes (610 and 550 nm), and we compared these results with 850 nm and blood volume data. Blood volume changes during CSD were recorded using an intravascular fluorescent dye, Texas Red dextran. We observed triphasic optical signals at 850 and 550 nm characterized by spreading waves of increased, decreased, then increased reflectance (Fig. 1) which expanded at a rate of approximately 3-5 mm/min. The signal at 610 nm had a similar initial phase, but the phase 2 response was slightly more complex, with a parenchymal decrease in reflectance but a vascular increase in reflectance. Reflectance values decreased in phase three. Blood volume signals were delayed relative to the optical intrinsic signals and corresponded temporally to phases 2 and 3. This is the first study to characterize optical imaging of intrinsic signal responses to CSD, in vivo, at multiple wavelengths. The data presented here suggest that changes in light scattering precede perfusion responses, the blood volume increase (phase 2) is accompanied by a reduction in deoxyhemoglobin, and the blood volume decrease (phase 3) is accompanied by an increase in deoxyhemoglobin. Previous studies have suggested the oligemia of spreading depression was a result of decreased metabolic demand. This study suggests that during the oligemic period there is a greater reduction in oxygen delivery than in demand."
3282,Excluded,"Microstimulation of V1 delays visually guided saccades: a parametric evaluation of delay fields Electrical microstimulation of macaque striate cortex (area V1) delays the execution of saccadic eye movements made to a visual target placed in the receptive field of the stimulated neurons. The region of visual space within which saccades are delayed is called a delay field. We examined the effects of changing the parameters of stimulation and target size on the size of a delay field. Rhesus monkeys were required to generate a saccadic eye movement to a punctate and white visual target presented within or outside the receptive field of the neurons under study. On 50% of trials, a train of stimulation consisting of 0.2-ms anode-first pulses was delivered to the neurons before the onset of the visual target. Stimulations were performed in the operculum at 0.9-2.0 mm below the cortical surface. It was found that increases in current (50-100 microA), pulse frequency (100-300 Hz), or train duration (75-300 ms) increased the size of a delay field and increases in target size (0.1 degrees -0.2 degrees of visual angle) decreased the size of a delay field. Delay fields varied in size between 0.1 and 0.6 degrees of visual angle. These results are related to the properties of phosphenes induced by electrical stimulation of V1 in humans and compared to the interference effects observed following transcranial magnetic stimulation of human V1."
3357,Excluded,"Stereotactic radiosurgery for medically refractory multiple sclerosis-related tremor OBJECTIVE Multiple sclerosis (MS) is a neurodegenerative disease that can lead to severe intention tremor in some patients. In several case reports, conventional radiotherapy has been reported to possibly exacerbate MS. Radiosurgery dramatically limits normal tissue irradiation to potentially avoid such a problem. Gamma Knife thalamotomy (GKT) has been established as a minimally invasive technique that is effective in treating essential tremor and Parkinson's disease-related tremor. The goal in this study was to analyze the outcomes of GKT in patients suffering from medically refractory MS-related tremor. METHODS The authors retrospectively studied the outcomes of 15 patients (mean age 46.5 years) who had undergone GKT over a 15-year period (1998-2012). Fourteen patients underwent GKT at a median maximum dose of 140 Gy (range 130-150 Gy) using a single 4-mm isocenter. One patient underwent GKT at a dose of 140 Gy delivered via two 4-mm isocenters (3 mm apart). The posteroinferior region of the nucleus ventralis intermedius (VIM) was the target for all GKTs. The Fahn-Tolosa-Marin clinical tremor rating scale was used to evaluate tremor, handwriting, drawing, and drinking. The median time to the last follow-up was 39 months. RESULTS After GKT, 13 patients experienced tremor improvement on the side contralateral to surgery. Four patients noted tremor arrest at a median of 4.5 months post-GKT. Seven patients had excellent tremor improvement and 6 had good tremor improvement. Four patients noted excellent functional improvement, 8 noted good functional improvement, and 1 noted satisfactory functional improvement. Three patients experienced diminished tremor relief at a median of 18 months after radiosurgery. Two patients experienced temporary adverse radiation effects. Another patient developed a large thalamic cyst 60 months after GKT, which was successfully managed with Ommaya reservoir placement. CONCLUSIONS Gamma Knife thalamotomy was found to be a minimally invasive and beneficial procedure for medically refractory MS tremor."
2010,Included,Neuroendocrine disorders at long term in persons exposed to ionizing radiation after the accident at the Chernobyl Atomic Electric Power Station. [Russian] Endocrinous and metabolism disorders were studied in the remote period in persons subjected to the effect of ionizing radiation after the Chernobyl atomic station accident. Results of the investigation revealed: disorders of the synthesis of sex hormones with small radiation doses; serotonin in increased concentration produced at the level of the hypothalamus a modulating effect on the pituitary-adrenocortical system causing its functional tension; persisting functional changes in the central regulation link--the hypothalamus.
1542,Excluded,"Pleocytosis after hemopoietic stem cell transplantation Frequency and clinical significance of cerebrospinal fluid (CSF) pleocytosis in hemopoietic stem cell (HSC) transplantation were surveyed. Cyclosporine (CSA)- or tacrolimus (FK506)-based regimens were used as graft-vs-host disease (GVHD) prophylaxis in allogeneic HSC transplantation. CSF pleocytosis with or without neurologic symptoms was detected in 12 of 25 patients receiving allogeneic HSC transplants but in none of 11 patients receiving autologous HSC transplants. Of the 12 patients with CSF pleocytosis, only one patient developed leukoencephalopathy later. There was a correlation between CSF cell numbers and trough levels of CSA but not with those of FK506. In patients receiving allogeneic HSC transplants, CSF pleocytosis may be relatively common and may reflect neurologic damage associated with calcineurin inhibitors."
2340,Excluded,"Cholinergic modulation of visuospatial responding in central thalamus Central thalamus has extensive connections with basal ganglia and frontal cortex that are thought to play a critical role in sensory-guided goal-directed behavior. Central thalamic activity is influenced by cholinergic projections from mesopontine nuclei. To elucidate this function we trained rats to respond to lights in a reaction time (RT) task and compared effects of muscarinic (2.4, 7.3, 22 nmol scopolamine) and nicotinic (5.4, 16, 49, 98 nmol mecamylamine) antagonists with the GABA(A) agonist muscimol (0.1, 0.3, 1.0 nmol) in central thalamus. We compared this with subcutaneous (systemic) effects of mecamylamine (3.2, 9.7, 29 micromol/kg) and scopolamine (0.03, 0.09, 0.26 micromol/kg). Subcutaneous scopolamine increased omissions (failure to respond within a 3-s response window) at the highest dose tested. Subcutaneous mecamylamine increased omissions at the highest dose tested while impairing RT and per cent correct at lower doses. Intrathalamic injections of muscimol and mecamylamine decreased per cent correct at doses that did not affect omissions or RT. Intrathalamic scopolamine increased omissions and RT at doses that had little effect on per cent correct. Anatomical controls indicated that the effects of mecamylamine were localized in central thalamus and those of scopolamine were not. Drug effects did not interact with attention-demanding manipulations of stimulus duration, proximity of stimulus and response locations, or stimulus array size. These results are consistent with the hypothesis that central thalamus mediates decisional processes linking sensory stimuli with actions, downstream from systems that detect sensory signals. They also provide evidence that this function is specifically influenced by nicotinic cholinergic receptors."
2280,Excluded,"Lobular histology shows tendency of higher risk of involved margins after first breast-conserving surgery Background: Tumor positive surgical margin after breast-conserving treatment is used as a quality indicator in breast cancer healthcare. The aim of the study was to analyze the positive margin cases in our Breast Unit, risk factors for inadequate margin and the impact of positive margin on outcomes after breast-conserving therapy. Material(s) and Method(s): 107 women with invasive breast cancer (T1-2, N0-2, M0) diagnosed between 2005-2010, who underwent breastconserving surgery(BCS) as first surgery, were retrospectively selected from the Pauls Stradins Clinical University Hospital Breast Unit Registry. A positive resection margin was defined as a microscopic invasive or in situ tumor at the cutting edge in permanent pathologic reports. Result(s): The mean tumor size was 1.65 cm in the positive margin group and 1.68 cm in the other group(p > 0.893). 13 of 107 (12.1%) had positive margins at initial resection. Of these patients 4(30.7%)had involved caudal margin, 2 (15.3%) cranial margin, 2 (15.3%) medial margin, 2(15.3%) deep margin and 1 (7.6%) lateral margin, there were insufficient data available about the type of margin in 2 cases. 8 (61.5%) had an invasive carcinoma at the margins and in other cases carcinoma in situ was detected. 4 (30.7%) underwent additional surgery-mastectomy, to achieve negative margins. Postoperative radiation was performed for 12 (92.3%) patients. 7 (53.8%) received adjuvant chemotherapy. Patients with inadequate margins had ER positive tumors in 76.5% vs. 47.3% in other group, PR positive tumors in 46.8% vs. 52.3% in other, HER 2/neu negative tumors in 76.9% vs. 56.2% in other. Patients with a positive margins at the initial resection showed higher lobular histology rate (15.3% vs. 6.4%), incidence of multiple ipsilateral tumors (23.1% vs. 15.4%), presens of intraductal component (76.9% vs. 65.1%), but these differences between two groups were no statistically significant. 73.1% of all patients were tested for the two common founder mutaions in BRCA1(4153delA and 5382insC). There was 1 BRCA1(5382insC) mutation-positive patient in the other group and no mutation-positive patients in the positive margin group. Mean follow-up time was 19.9(11-37) months, and there were no local recurrences during the follow-up period in the tumor positive margin group. Conclusion(s): The overall percentage of positive margins in the Pauls Stradins Clinical University Hospital Breast Unit is within the predefined targets. Lobular histology, multiple ipsilateral tumors and presens of intraductal component have shown a tendency of higher risk for inadequate margins of excision.."
2043,Excluded,"Radiation-induced osteosarcoma 16 years after surgery and radiation for glioma - Case report A 35-year-old man developed osteosarcoma of the left parietal and occipital bones 16 years after radiotherapy for glioma in the right occipital lobe. Radiotherapy of the primary neoplasm used 50 Gy administered to a localized field through two lateral ports. The secondary neoplasm arose contralateral to the primary lesion but within the irradiated field. The tumor had a multilocular cyst with considerable intracranial extension, and symptoms of elevated intracranial pressure were prominent early in the course. After a short-lived initial remission following surgical intervention and chemotherapy, the patient deteriorated because of tumor recurrence and died 18 months after the diagnosis. Radiation-induced osteosarcoma is a well-known but rare complication of radiotherapy for brain neoplasms with a poor prognosis."
138,Excluded,"Pulsed-wave low-dose ultrasound hyperthermia selectively enhances nanodrug delivery and improves antitumor efficacy for brain metastasis of breast cancer The clinical application of chemotherapeutics for brain tumors remains a challenge due to limitation of blood-brain barrier/blood-tumor barrier (BBB/BTB). In this study, we investigated the effects of low-dose focused ultrasound hyperthermia (UH) on the delivery and therapeutic efficacy of pegylated liposomal doxorubicin (PLD) for brain metastasis of breast cancer. Murine breast cancer cells (4T1-luc2) expressing firefly luciferase were implanted into mouse striatum as a brain tumor model. The mice were intravenously injected with PLD with/without transcranial pulsed-wave/continuous-wave UH (pUH/cUH) treatment on day-6 after tumor implantation. pUH (frequency: 500 kHz, PRF: 1000 Hz, duty cycle: 50%) was conducted under equal acoustic power (2.2-Watt) and sonication duration (10-min) as cUH. The amounts of doxorubicin accumulated in the normal brain and tumor tissues were measured with fluorometry. The tumor growth responses for the control, pUH, PLD, PLD + cUH, and PLD + pUH groups were evaluated with IVIS. The PLD distribution and cell apoptosis were assessed with immunofluorescence staining. The results showed that pUH significantly enhanced the PLD delivery into brain tumors and the tumor growth was further inhibited by PLD + pUH without damaging the sonicated normal brain tissues. This indicates that low-dose transcranial pUH is a promising method to selectively enhance nanodrug delivery and improve the brain tumor treatment. Copyright © 2016 Elsevier B.V."
1297,Included,"Cognitive functioning in breast cancer survivors: a controlled comparison BACKGROUND: The current study was performed to determine whether neuropsychologic functioning differs in breast cancer survivors 6 months after the completion of adjuvant treatment compared with women without cancer.METHODS: Participants were 187 women who were diagnosed with ductal carcinoma in situ or stage I or stage II breast cancer and 187 age-matched and geographically matched women without cancer. Of the survivors, 97 had been treated after surgery with chemotherapy only or chemotherapy plus radiotherapy and 90 had been treated after surgery with radiotherapy only (grading determined according to the American Joint Committee on Cancer grading system).RESULTS: Small but statistically significant differences in cognitive functioning and cognitive impairment were observed in those survivors who were treated with chemotherapy and their matched controls, as well as in survivors treated with radiotherapy only and their matched controls. No group differences were observed with regard to cognitive symptoms.CONCLUSIONS: Data from the current study suggest that cognitive deficits are subtle and likely the result of the general effects of cancer diagnosis and treatment rather than systemic treatment."
164,Included,"[DNA repair in mammalian nerve cells. I. DNA synthesis in the neocortex of rats induced by gamma irradiation] A study was made of the DNA synthesis in cerebral cortex of rats, aged 14 and 60 days, after gamma-irradiation in vivo in a dose of 7 Gy, the 3H-thymidine incorporation into DNA being determined.137 Cs-radiation induces additional DNA synthesis in the neocortex tissue and in neurons. In the cortex of 14 day-old rats, the induced DNA synthesis stops 2 hours after irradiation, whereas in the cortex of 60 day-old rats and in neurons of rats of both the age groups DNA synthesis is proceeding for 3-3.5 hours. Specificity of DNA reparation processes in non-dividing cells is discussed."
3132,Excluded,"Hyperfractionated radiation therapy (HFX RT) followed by multiagent chemotherapy (CHT) in patients with malignant glioma: a phase II study PURPOSE: Forty-eight patients with malignant glioma were treated with hyperfractionated radiation therapy followed by multiagent chemotherapy to explore feasibility and toxicity of such combined modality treatment.METHODS AND MATERIALS: There were 34 males and 14 females with a median age of 53 years (range, 32-74 years) and median Eastern Cooperative Oncology Group performance status score of 1 (range, 0-3). Histology included anaplastic astrocytoma in 11 patients and glioblastoma multiforme in 37 patients. Radiation was given at 1.2 Gy per fraction, two fractions per day, for a total dose of 72 Gy, with a reduction in field size after 52.8 Gy. Four weeks after completion of hyperfractionated radiation therapy multiagent chemotherapy was introduced with bischlorethyl nitrosourea (BCNU) 50 mg/m2, days 1-3, vincristine 1.4 mg/m2 (max. 2 mg), day 1, procarbazine 50 mg/m2, days 1-7 and cisplatin 20 mg/m2, days 1-3. Cycles were repeated every 4 weeks to a maximum of six cycles or until tumor progression was noted.RESULTS: Median survival time for all patients was 52 weeks (range, 16-185 weeks) and median time to tumor progression was 30.5 weeks (range, 12-131 weeks). Besides age, histology, performance status, and extent of surgery, interfraction interval and location of tumor influenced survival in glioblastoma multiforms patients on univariate analysis: Patients treated with shorter intervals (4.5-5 h) did better than those treated with longer intervals (5.5-6 h); also, glioblastoma multiforme patients with frontal tumors did better than those with tumors of the other locations. Multivariate analysis confirmed that the performance status, interfraction interval, and tumor location were significant prognostic factors in glioblastoma multiforme patients. Acute toxicity was mild. No cases of brain necroses were observed.CONCLUSION: Hyperfractionated radiation therapy followed by multiagent chemotherapy was well tolerated with mild acute and virtually no late toxicity. More patients and longer follow-up are needed for further evaluation of its activity and late effects in anaplastic astrocytoma patients."
1105,Included,"[Objective criteria for determining the degree of radiation injury of nerve cells in a cerebral syndrome] The automatized morphometric technique was used to estimate the degree of injury to spinal nervous cells of rats exposed to 360 Gy radiation. It was shown that the compression coefficient and the volume of neuron nuclei considerably diminished as the CNS-syndrome developed, and the geometrical dimensions of the nervous cells themselves underwent phase changes."
1290,Excluded,"Nanoscale engineering of a cellular interface with semiconductor nanoparticle films for photoelectric stimulation of neurons The remarkable optical and electrical properties of nanostructured materials are considered now as a source for a variety of biomaterials, biosensing, and cell interface applications. In this study, we report the first example of hybrid bionanodevice where absorption of light by thin films of quantum confined semiconductor nanoparticles of HgTe produced by the layer-by-layer assembly stimulate adherent neural cells via a sequence of photochemical and charge-transfer reactions. We also demonstrate an example of nanoscale engineering of the material driven by biological functionalities."
1248,Excluded,"Intraoperative radiotherapy and reconstructive operations in the treatment of locally spread tumors of oral cavity Aim: to improve the results of the treatment of patients with locally spread oral cavity tumors, spreading on to neighboring anatomic structures, including skull base. Material(s) and Method(s): we proposed the variant of combined treatment of patients with head and neck tumors, including expanded operations, intraoperative radiotherapy and reconstruction-at-once in the case of primary and recurrent tumors after surgical, radiation, combined, complex treatment, just as their repeated coalition. We accumulated experience of 55 patients' treatment, for whom block resections were conducted, together with intraoperative radiotherapy in radiation doze 15 Gray (52 patients) and in radiation doze 25 Gray in the conditions of gas hypoxia (3 patients). For all the patients the spread of tumor process corresponded to T4 symbol. In 32 cases for reconstruction-at-once we used the method of microsurgical tissue autotransplantation, in 23 observations locally-relocated flaps were used. Result(s): the complications appeared in 41,2% of cases, the complications predominated in the group of patients with intracranial expansion of a tumor. Total survival rate was for 3 years - 23,3+/-6,3%; for 5 years - 14,8+/-7,0%. At the same time, there was observed reliable difference in the survival rate of patients with recurrent and primary tumors. 3 year survival rate with recurrent tumors was 15,6 +/-2,3%; with primary tumors - 39,7 +/-1,7%; 5 year survival rate - 10,41 +/- 5% and 23,8 +/- 1,4% correspondingly."
3057,Excluded,"The utility of surgical excision in the contemporary treatment of metastatic brain disease Purpose/Objective(s): Patients with oligometastatic brain disease are typically treated with SRS +/- tumor resection (with whole brain radiation [WBXRT] reserved for refractory cases). There exist no data regarding the local control benefits (if any) of surgery prior to SRS. Materials/Methods: Retrospective review of a prospectively maintained database of all patients undergoing SRS with or without prior tumor excision at our institution. No patient had received prior WBXRT. Factors related to patient survival were determined by Cox regression; time-torecurrence (TTR) was analyzed similarly but with robust residuals to account for clustering. Non-progressing tumors which received WBXRT (for another progressing tumor) were censored at time of WBXRT. There were 162 patients identified (82/80 M/F, average 65.3), with a total of 260 tumors, of which 119 were solitary. Although surgical patients were younger, had better performance status and less burden of disease compared to SRS alone, none of these differences were statistically significant, although the RPA class was significantly better in the SRS+ surgery group (p = .003, Mann-Whitney). Forty-nine patients had a total of 51 tumors resected (2 patients with 2 resected), of which 33 were solitary. Complete resection, as determined by 24-hour contrasted MRI, was achieved in 45 (88%). A total of 73 tumors (28%) in 45 patients were considered to have locally progressed, 20 of which had previously undergone resection. Result(s): Median survival for all patients was 8.7 months, with survival for complete resection + SRS, incomplete resection + SRS and SRS alone at 14.1, 7.1, and 6.9 months, respectively (p = .03, log-rank). Survival by RPA class was 26.9, 8.7, and 1.5 for classes 1-3, respectively (p = .0004, log-rank). Median TTR was 14.8 months for all tumors, with TTR for complete resection + SRS, incomplete resection + SRS and SRS alone at 22.5, 6.4, and 14.8 months respectively (p = .004, log-rank). In the stepwise Cox regression analysis, overall survival was related to age (HR = 1.02, p = 0.037), ECOG performance score (HR = 1.9, p = 0.0001) and complete surgical excision (HR = .55, p = 0.01). Analysis of TTR demonstrated the following significantly related factors: radiation sensitive pathology (non-renal or melanoma) (HR = 0.367, p = 0.01), tumor size (HR = 1.43, p = 0.0012), and complete tumor resection (HR = 0.348, p = 0.02). Conclusion(s): Although complete surgical excision + SRS are associated with prolonged survival, results may be skewed due to selection bias. TTR represents an unbiased estimate of the effect of surgery and shows SRS alone is associated with a 3 times increased likelihood of recurrence over complete resection + SRS, even when controlling for lesion size and pathology. Incomplete resection did not improve survival or TTR compared to SRS alone."
3078,Excluded,"Signs and symptoms during supra-tolerance +G<inf>z</inf> exposures, with reference to G-garment failure + G<inf>z</inf> exposure above the tolerance threshold typically induces a sequence of symptoms/signs, with loss of: peripheral vision, central vision (black out), and consciousness (G-LOC). The aims of this study were to investigate: 1) whether G history influences latent time to, or sequence of, symptoms/signs upon G exposures exceeding the tolerance threshold; and 2) how pilots respond to a sudden loss of pressure in the anti-G garment (AGG) in flight-like scenarios. Method(s): There were 14 subjects who were exposed to rapid onset rate 1 G<inf>z</inf> -time profiles, with plateaus 1 and 2 G above the relaxed tolerance level, without initial pressurization of the AGG (NoAGG) and when losing AGG pressure after 10 (AGG_10) and 120 (AGG_120) s at the plateau. Simulated target-chase flights during which AGG pressure was released were performed by seven pilots; the pilot was instructed to behave as during real flight. Result(s): Latent time to symptoms was shorter at 1 2 G than at 1 1 G, and shorter in AGG_10 and AGG_120 than in NoAGG. In AGG_120, 43 and 64% of the subjects experienced serious symptoms (black out, Almost LOC, G-LOC) at 1 1 and 1 2 G, respectively, compared to 21 and 54% in AGG_10 and 7 and 29% in NoAGG. The incidence of A-LOC/ G-LOC was higher in AGG_10 and especially in AGG_120 than in NoAGG. During the target chase, one pilot did not notice the pressure loss, one experienced G-LOC, and two A-LOC. Discussion(s): The risk of serious consequences of G exposure exceeding the tolerance level appears to be greater when G-garment failure occurs after a prolonged than after a brief exposure. © by the Aerospace Medical Association, Alexandria, VA."
681,Excluded,"Ischemic optic neuropathies Primary or secondary impairment of blood supply to the optic nerve results in a spectrum of ischemic optic neuropathies with multiple etiopathogenesis. Among these the clinical features of traumatic and radiation optic neuropathy are outlined. Diagnostic criteria, associated conditions, risk factors and functional prognosis of anterior ischemic optic neuropathy are reviewed and discussed in the light of the contribution of recent literature."
865,Included,"Lipid alteration following proton beam irradiation in mouse brain of radiation necrosis model INTRODUCTION: Brain radiation necrosis (RN) is irreversible severe adverse effect after radiation therapy for brain tumors over 60 Gy. Effective treatment for this irreversible event has not been established. The lying mechanism of RN is to be elucidated in order to establish a new therapy. We have established brain RN mouse model using proton beam at the Wakasa Wan Energy research Center. In this model, RN was induced 8 months after irradiation and the histology of the necrosis recapitulated the human RN patients [Kondo N.2015]. So far, some researchers investigated the mechanism of RN based on protein level. However, with the advanced mass spectrometry technology, lipid mediator response to ionizing radiation was reported [Laiakis EC, 2014]. Therefore, in this study, lipid alteration after proton beam irradiation was investigated in mouse brain RN model using high-resolution matrix-assisted laser desorption/ionizing imaging mass spectrometry (HR-MALDI-IMS). MATERIALS AND METHODS: Generation of mouse brain RN model: C57BL/6J mice were irradiated in the restricted area of right brain at 60 Gy using proton beam. Tissue preparation: After 4 months later mouse was sacrificed by transcardial perfusion with cold PBS. The brain was extracted and immediately frozen in liquid nitrogen and kept in-80degreeC. The brain was sliced to a thickness of 4 mum with a cryostat and placed onto an indium tin oxide coated glass slide and stored at-20 degreeC until matrix application and subsequent HR-MALDI-IMS analysis. Each slide was anchored in vacuum deposition equipment and coated with 9-aminoacridine hemihydrates (9-AA) matrix layer obtained by sublimation at 220degreeC. The sequential sections were mounted onto glass slides for hematoxylin and eosin (HandE) staining. HR-MALDI-IMS analysis: HR-MALDI-IMS analysis was performed on a high-resolution microscopic imaging mass spectrometer (iMScope; Shimadzu, Kyoto, Japan). Mass spectrometry data were acquired in negative and positive mode in the mass range of m/z 700-1000. Statistical Analysis: Hierarchical Cluster Analysis was performed by Imaging MS Solution (ver 1, 12, 26; Shimadzu, Kyoto, Japan). RESULT(S): Compared to non-irradiated area, in the irradiated right hemisphere, i) elevation of phosphatidylcholine (PC) (34:1, 36:4, 36:1, 38:6, 40:6) and ii) decline of phosphatidylinositol (PI) (36:4, 38:4) were detected. CONCLUSION(S): The data indicated the phospholipid alterations after irradiation in mouse brain RN model in the chronic phase before establishment of RN. Further analysis for component of these phospholipids may include the precursor of lipid mediator, arachidonic acid (AA) or other fatty acids. We will investigate time-dependent change of phospholipids using mouse brain RN model and HR-MALDI-IMS analysis then finally find the responsible lipid mediators which induce brain RN."
3345,Excluded,"[Effect of 900MHz electromagnetic fields on energy metabolism of cerebral cortical neurons in postnatal rat] OBJECTIVE: To investigate the effects of low intensity microwave (900MHz) electromagnetic fields (EMF) on energy metabolism of cerebral cortical neurons in postnatal rat.METHODS: Neurons were exposed to low intensity 900MHz continuous microwave EMF (9mW/cm2, SAR = 3.22mW/g) for 2 hours per day in 4 or 5 consecutive days and for 12 hours at a time. The authors chose cytochrome oxidase (CCO) as the biological end.RESULTS: The results of cytochemistry showed that compared to the sham-exposed, a significant decrease of cytochrome oxidase activity in neurons exposed for 2 hours per day and the neurons exposed for 12 hours to be immediately experimented (P < 0.001).CONCLUSION: Down-regulation of CCO should be classified as 'non-thermal effects'. Cumulated power effect were observed in neuronal response to the microwave. The influence on the CCO of the chosen microwave EMF could be recovered to some extent. The effects had no close relation between the first exposure and the cultured age of neurons."
