,Unnamed: 0,titles,abstracts,decision,titleabstract
1275,1275,Expression PEP- inhibits apoptosis PC cells,"PEP- calmodulin-regulatory protein found specifically within neurons, though cellular functions protein determined. In effort define potential effects PEP-, PC cell lines expressing protein generated subjected apoptotic stimuli. As measured LDH release, cell death PEP- expressing cells - -fold less following u.v. irradiation, - -fold less following staurosporine treatment controls. Additionally, PEP--expressing cells displayed decreased DNA ladder formation, chromatin condensation, caspase activation following staurosporine treatment. Overall, demonstrate PEP- inhibit apoptotic processes PC cells, suggesting potential regulatory mechanism pathways leading cell death.",Excluded,"Expression PEP- inhibits apoptosis PC cells. PEP- calmodulin-regulatory protein found specifically within neurons, though cellular functions protein determined. In effort define potential effects PEP-, PC cell lines expressing protein generated subjected apoptotic stimuli. As measured LDH release, cell death PEP- expressing cells - -fold less following u.v. irradiation, - -fold less following staurosporine treatment controls. Additionally, PEP--expressing cells displayed decreased DNA ladder formation, chromatin condensation, caspase activation following staurosporine treatment. Overall, demonstrate PEP- inhibit apoptotic processes PC cells, suggesting potential regulatory mechanism pathways leading cell death."
1278,1278,Cyberknife stereotactic radiosurgery trigeminal neuralgia: Experiences outcomes,"Aim: Trigeminal Neuralgia condition affecting fifth cranial nerve episodes intense pain. Current treatment largely involves medical therapies, followed minimally invasive procedures medication fails, Stereotactic Radiosurgery emerging excellent treatment option offers pain relief minimal side effects. Since , treated total  cases Trigeminal Neuralgia using Cyberknife Sir Charles Gairdner Hospital. This presentation aims review planning treatment processes, well patient outcomes, largely untraditional treatment site. Method(s): All patients thermoplastic mask made planning CT MRI approximately  weeks due start treatment. The treatment planned according protocol using MultiPlan planning system, doses  Gy single fraction. Following treatment, patient data, including treatment plan toxicities, recorded RSSearch database. Result(s): We able successfully deliver treatment total  patients far, patients experiencing minimal side effects. Conclusion(s): Through use Cyberknife able accurately deliver high doses effectively treat Trigeminal Neuralgia, site traditionally hard treat due proximity number radiation sensitive organs.",Excluded,"Cyberknife stereotactic radiosurgery trigeminal neuralgia: Experiences outcomes. Aim: Trigeminal Neuralgia condition affecting fifth cranial nerve episodes intense pain. Current treatment largely involves medical therapies, followed minimally invasive procedures medication fails, Stereotactic Radiosurgery emerging excellent treatment option offers pain relief minimal side effects. Since , treated total  cases Trigeminal Neuralgia using Cyberknife Sir Charles Gairdner Hospital. This presentation aims review planning treatment processes, well patient outcomes, largely untraditional treatment site. Method(s): All patients thermoplastic mask made planning CT MRI approximately  weeks due start treatment. The treatment planned according protocol using MultiPlan planning system, doses  Gy single fraction. Following treatment, patient data, including treatment plan toxicities, recorded RSSearch database. Result(s): We able successfully deliver treatment total  patients far, patients experiencing minimal side effects. Conclusion(s): Through use Cyberknife able accurately deliver high doses effectively treat Trigeminal Neuralgia, site traditionally hard treat due proximity number radiation sensitive organs."
1281,1281,A case breast cancer patient cardiac metastasis. [Japanese],"The patient -year-old woman diagnosed Stage ffi A triple-negative breast cancer (TNaM) age . AC chemotherapy ( months) followed paditaxel plus bevacizumab ( months) administered neoadjuvant chemotherapy. After chemotherapy, underwent mastectomy lymph node dissection. Pathological examination revealed partial response. After surgery, radiotherapy radiation dose  Gy applied chest wall supraclavicular lymph node. Multiple pulmonary metastases mediastinal lymph node metastases diagnosed  months initial treatment, treated S- administration. Two months S- treatment, PET-CT showed metastasis right atrium. Since cardiac symptoms, S- treatment continued without cardiovascular treatment. However, mediastinal lymph node metastasis progressed; therefore, S- administration stopped chemotherapy eribulin initiated. Brain metastasis diagnosed time treated gamma knife. Although chemotherapy eribulin continued, patient died  months initial treatment owing brain metastasis. The cardiac metastasis progress chemotherapy eribulin. There sign heart failure arrhythmia treatment. Copyright ©  Japanese Journal Cancer Chemotherapy Publishers Inc. All rights reserved.",Excluded,"A case breast cancer patient cardiac metastasis. [Japanese]. The patient -year-old woman diagnosed Stage ffi A triple-negative breast cancer (TNaM) age . AC chemotherapy ( months) followed paditaxel plus bevacizumab ( months) administered neoadjuvant chemotherapy. After chemotherapy, underwent mastectomy lymph node dissection. Pathological examination revealed partial response. After surgery, radiotherapy radiation dose  Gy applied chest wall supraclavicular lymph node. Multiple pulmonary metastases mediastinal lymph node metastases diagnosed  months initial treatment, treated S- administration. Two months S- treatment, PET-CT showed metastasis right atrium. Since cardiac symptoms, S- treatment continued without cardiovascular treatment. However, mediastinal lymph node metastasis progressed; therefore, S- administration stopped chemotherapy eribulin initiated. Brain metastasis diagnosed time treated gamma knife. Although chemotherapy eribulin continued, patient died  months initial treatment owing brain metastasis. The cardiac metastasis progress chemotherapy eribulin. There sign heart failure arrhythmia treatment. Copyright ©  Japanese Journal Cancer Chemotherapy Publishers Inc. All rights reserved."
1284,1284,Efficacy safety CyberKnife radiosurgery elderly patients brain metastases: retrospective clinical evaluation,"BACKGROUND: Stereotactic radiosurgery (SRS) increasingly applied  brain metastases instead whole brain radiation therapy (WBRT) achieve local tumor control reducing neurotoxicity. Furthermore, brain-metastasis incidence rising due increasing survival patients cancer. Our aim analyze efficacy safety CyberKnife (CK) radiosurgery elderly patients. METHODS: We retrospectively identified patients brain metastases >=  years old treated CK-SRS institution since  analyzed data primary diseases, multimodality treatments, local therapy effect based imaging follow-up treatment safety. Kaplan-Meier analysis local progression-free interval overall survival performed. RESULTS: We identified  patients ( lesions) fulfilling criteria first CK-SRS. The mean age . +/- . (range: .-.) years. Overall, .% patients >  years old. The three frequent primary cancers lung (.%), kidney (.%), malignant melanoma (.%). In .% (/ treatments) multiple brain metastases treated CK-SRS, eight lesions one session. The median planning target volume (PTV) . (range: .-.) cm<sup></sup>. A single fraction applied .% lesions median prescription dose  (range: -) Gy. The estimated overall survivals -, -,  months SRS , , %, respectively. The estimated local tumor progression-free intervals -, -, -, -,  months SRS ., ., ., ., .%, respectively. Older age female sex predictive factors local progression. The Karnofsky performance score remained stable .% patients; one patient developed neurological deficit SRS cerebellar lesion (ataxia, CTCAE Grade ). CONCLUSIONS: SRS safe efficient option treatment elderly patients brain metastases good local control rates without side effects WBRT. Older age female sex seem predictive factors local progression. Prospective studies warranted clarify role SRS treatment elderly patients.",Excluded,"Efficacy safety CyberKnife radiosurgery elderly patients brain metastases: retrospective clinical evaluation. BACKGROUND: Stereotactic radiosurgery (SRS) increasingly applied  brain metastases instead whole brain radiation therapy (WBRT) achieve local tumor control reducing neurotoxicity. Furthermore, brain-metastasis incidence rising due increasing survival patients cancer. Our aim analyze efficacy safety CyberKnife (CK) radiosurgery elderly patients. METHODS: We retrospectively identified patients brain metastases >=  years old treated CK-SRS institution since  analyzed data primary diseases, multimodality treatments, local therapy effect based imaging follow-up treatment safety. Kaplan-Meier analysis local progression-free interval overall survival performed. RESULTS: We identified  patients ( lesions) fulfilling criteria first CK-SRS. The mean age . +/- . (range: .-.) years. Overall, .% patients >  years old. The three frequent primary cancers lung (.%), kidney (.%), malignant melanoma (.%). In .% (/ treatments) multiple brain metastases treated CK-SRS, eight lesions one session. The median planning target volume (PTV) . (range: .-.) cm<sup></sup>. A single fraction applied .% lesions median prescription dose  (range: -) Gy. The estimated overall survivals -, -,  months SRS , , %, respectively. The estimated local tumor progression-free intervals -, -, -, -,  months SRS ., ., ., ., .%, respectively. Older age female sex predictive factors local progression. The Karnofsky performance score remained stable .% patients; one patient developed neurological deficit SRS cerebellar lesion (ataxia, CTCAE Grade ). CONCLUSIONS: SRS safe efficient option treatment elderly patients brain metastases good local control rates without side effects WBRT. Older age female sex seem predictive factors local progression. Prospective studies warranted clarify role SRS treatment elderly patients."
1285,1285,Magnetic resonance diffusion tensor imaging study rhesus optic nerve radiation injury caused single dose/fractionation scheme stereotactic radiosurgery early stage,"BACKGROUND AND PURPOSE: Radiation-induced optic neuropathy (RION) devastating late complication radiotherapy. However, research imaging performance RION sufficient. The aim study investigate performance magnetic resonance diffusion tensor imaging (DTI) early injury optic nerve rhesus monkeys single-dose/fractionation-scheme stereotactic radiosurgery (SRS). MATERIALS AND METHODS: The intraorbital optic nerve contour  rhesus monkeys acquired magnetic resonance imaging (MRI). Then, unilateral intraorbital optic nerves  rhesus monkeys injured gamma knife surgery (GKS) single-dose/fractionation scheme (marginal dose Gy, % isodose curve). DTI performed irradiation week, weeks, weeks, weeks injury obtain cross-sectional area, fractional anisotropy (FA), apparent diffusion coefficient (ADC), axial diffusivity (AD) radial diffusivity (RD) values. RESULTS: The cross-sectional area injured optic nerve exhibited significant atrophy weeks SRS. FA declined week injury; value increased slightly remained lower injury (P<.). AD began decline weeks injury gradually disappeared (P<.). CONCLUSION: SRS single-dose/fractionation scheme (marginal dose Gy, % isodose curve) unilateral intraorbital optic nerve induce RION. DTI detect RION early stage. FA AD useful indicators RION diagnosis. In early stage, primary site RION may vascular endothelium.",Included,"Magnetic resonance diffusion tensor imaging study rhesus optic nerve radiation injury caused single dose/fractionation scheme stereotactic radiosurgery early stage. BACKGROUND AND PURPOSE: Radiation-induced optic neuropathy (RION) devastating late complication radiotherapy. However, research imaging performance RION sufficient. The aim study investigate performance magnetic resonance diffusion tensor imaging (DTI) early injury optic nerve rhesus monkeys single-dose/fractionation-scheme stereotactic radiosurgery (SRS). MATERIALS AND METHODS: The intraorbital optic nerve contour  rhesus monkeys acquired magnetic resonance imaging (MRI). Then, unilateral intraorbital optic nerves  rhesus monkeys injured gamma knife surgery (GKS) single-dose/fractionation scheme (marginal dose Gy, % isodose curve). DTI performed irradiation week, weeks, weeks, weeks injury obtain cross-sectional area, fractional anisotropy (FA), apparent diffusion coefficient (ADC), axial diffusivity (AD) radial diffusivity (RD) values. RESULTS: The cross-sectional area injured optic nerve exhibited significant atrophy weeks SRS. FA declined week injury; value increased slightly remained lower injury (P<.). AD began decline weeks injury gradually disappeared (P<.). CONCLUSION: SRS single-dose/fractionation scheme (marginal dose Gy, % isodose curve) unilateral intraorbital optic nerve induce RION. DTI detect RION early stage. FA AD useful indicators RION diagnosis. In early stage, primary site RION may vascular endothelium."
1287,1287,CT evaluation patient deep inspiration self-breath-holding: precisely patients reproduce tumor position absence respiratory monitoring devices?,"The aim present study evaluate reproducibility tumor position patient deep inspiration self-breath-holding absence respiratory monitoring devices, well compare reproducibility deep inspiration self-breath-holding verbal command radiation technologist (Passive mode) initiated patients' estimation (Active mode). Twenty patients lung cancer shown tumor diaphragm move respiration cycle. Patients instructed hold breath deep inspiration reproduce identical tumor position well possible either Active mode Passive mode. After patients practiced self-breath-holding deep inspiration, set three CT scans obtained two modes self-breath-holding ( CT scans total) obtain randomly timed images  mm thickness vicinity tumor. The first three scans performed breath-hold using Active mode, next three scans using Passive mode. Maximum difference tumor position three CT scans calculated along three axes: cranial-caudal (C-C); anterior-posterior (A-P); right-left (R-L). In  patients underwent analysis self-breath-holding, mean maximum difference tumor position obtained breath-hold using Active Passive modes were: . . mm along C-C axis; . . mm along A-P axis; . . mm along R-L axis, respectively. These differences axes significantly smaller (p<.) Active mode Passive mode. Most tumors displayed maximal respiratory movement along C-C axis, minimal movement along R-L axis, tumors located upper lung displayed maximal movement along A-P axis. Significant correlation (p<.) observed differences along three axes either mode breath-hold. In conclusion, reproducibility tumor position self-breath-holding patients deep inspiration sufficient practice absence respiratory monitoring devices satisfactorily accurate, differences tumor position smaller breath-holding using Active mode using Passive mode. We believe new technique likely prove extremely useful irradiation lung tumors small internal margin reduced proportion high-dose irradiated normal lung total lung volume.",Excluded,"CT evaluation patient deep inspiration self-breath-holding: precisely patients reproduce tumor position absence respiratory monitoring devices?. The aim present study evaluate reproducibility tumor position patient deep inspiration self-breath-holding absence respiratory monitoring devices, well compare reproducibility deep inspiration self-breath-holding verbal command radiation technologist (Passive mode) initiated patients' estimation (Active mode). Twenty patients lung cancer shown tumor diaphragm move respiration cycle. Patients instructed hold breath deep inspiration reproduce identical tumor position well possible either Active mode Passive mode. After patients practiced self-breath-holding deep inspiration, set three CT scans obtained two modes self-breath-holding ( CT scans total) obtain randomly timed images  mm thickness vicinity tumor. The first three scans performed breath-hold using Active mode, next three scans using Passive mode. Maximum difference tumor position three CT scans calculated along three axes: cranial-caudal (C-C); anterior-posterior (A-P); right-left (R-L). In  patients underwent analysis self-breath-holding, mean maximum difference tumor position obtained breath-hold using Active Passive modes were: . . mm along C-C axis; . . mm along A-P axis; . . mm along R-L axis, respectively. These differences axes significantly smaller (p<.) Active mode Passive mode. Most tumors displayed maximal respiratory movement along C-C axis, minimal movement along R-L axis, tumors located upper lung displayed maximal movement along A-P axis. Significant correlation (p<.) observed differences along three axes either mode breath-hold. In conclusion, reproducibility tumor position self-breath-holding patients deep inspiration sufficient practice absence respiratory monitoring devices satisfactorily accurate, differences tumor position smaller breath-holding using Active mode using Passive mode. We believe new technique likely prove extremely useful irradiation lung tumors small internal margin reduced proportion high-dose irradiated normal lung total lung volume."
1290,1290,Advances treatment metastatic spine tumors: The future used,"An improved understanding tumor biology, ability target tumor drivers, ability harness immune system dramatically improved expected survival patients diagnosed cancer. However, many patients continue develop spine metastases require local treatment radiotherapy surgery. Fortunately, evolution radiation delivery operative techniques permits durable tumor control decreased risk treatment-related toxicity greater emphasis restoration quality life daily function. Stereotactic body radiotherapy allows delivery ablative radiation doses majority spine tumors, reducing need surgery. Among patients still require surgery decompression spinal cord spinal column stabilization, minimal access approaches targeted tumor excision ablation techniques minimize surgical risk facilitate postoperative recovery. Growing interdisciplinary collaboration among scientists clinicians elucidate synergistic possibilities among systemic, radiation, surgical interventions patients spinal tumors bring many closer curative therapies. Copyright ©AANS .",Excluded,"Advances treatment metastatic spine tumors: The future used. An improved understanding tumor biology, ability target tumor drivers, ability harness immune system dramatically improved expected survival patients diagnosed cancer. However, many patients continue develop spine metastases require local treatment radiotherapy surgery. Fortunately, evolution radiation delivery operative techniques permits durable tumor control decreased risk treatment-related toxicity greater emphasis restoration quality life daily function. Stereotactic body radiotherapy allows delivery ablative radiation doses majority spine tumors, reducing need surgery. Among patients still require surgery decompression spinal cord spinal column stabilization, minimal access approaches targeted tumor excision ablation techniques minimize surgical risk facilitate postoperative recovery. Growing interdisciplinary collaboration among scientists clinicians elucidate synergistic possibilities among systemic, radiation, surgical interventions patients spinal tumors bring many closer curative therapies. Copyright ©AANS ."
1293,1293,Mechanisms disease: DNA repair defects neurological disease,"In Review, familial sporadic neurological disorders reported etiological link DNA repair defects discussed, special emphasis placed molecular link disease phenotype precise DNA repair defect. Of  neurological disorders listed, symptoms progeria, six - spinocerebellar ataxia axonal neuropathy-, Huntington's disease, Alzheimer's disease, Parkinson's disease, Down syndrome amyotrophic lateral sclerosis - seem result increased oxidative stress, inability base excision repair pathway handle damage DNA induces. Five conditions (xeroderma pigmentosum, Cockayne's syndrome, trichothiodystrophy, Down syndrome, triple-A syndrome) display defect nucleotide excision repair pathway, four (Huntington's disease, various spinocerebellar ataxias, Friedreich's ataxia myotonic dystrophy types  ) exhibit unusual expansion repeat sequences DNA, four (ataxia-telangiectasia, ataxia-telangiectasia-like disorder, Nijmegen breakage syndrome Alzheimer's disease) exhibit defects genes involved repairing double-strand breaks. The current overall picture indicates oxidative stress major causative factor genomic instability brain, nature resulting neurological phenotype depends pathway instability normally repaired.",Excluded,"Mechanisms disease: DNA repair defects neurological disease. In Review, familial sporadic neurological disorders reported etiological link DNA repair defects discussed, special emphasis placed molecular link disease phenotype precise DNA repair defect. Of  neurological disorders listed, symptoms progeria, six - spinocerebellar ataxia axonal neuropathy-, Huntington's disease, Alzheimer's disease, Parkinson's disease, Down syndrome amyotrophic lateral sclerosis - seem result increased oxidative stress, inability base excision repair pathway handle damage DNA induces. Five conditions (xeroderma pigmentosum, Cockayne's syndrome, trichothiodystrophy, Down syndrome, triple-A syndrome) display defect nucleotide excision repair pathway, four (Huntington's disease, various spinocerebellar ataxias, Friedreich's ataxia myotonic dystrophy types  ) exhibit unusual expansion repeat sequences DNA, four (ataxia-telangiectasia, ataxia-telangiectasia-like disorder, Nijmegen breakage syndrome Alzheimer's disease) exhibit defects genes involved repairing double-strand breaks. The current overall picture indicates oxidative stress major causative factor genomic instability brain, nature resulting neurological phenotype depends pathway instability normally repaired."
1296,1296,Nontraumatic vascular emergencies: Imaging acute occlusion,"Risk factors acute venous occlusion range prolonged immobilization hypercoagulability syndromes, trauma, malignancy. The aim review article illustrate different imaging options diagnosis acute venous occlusion assess value interventional strategies venous thrombosis treatment emergency setting. First, diagnosis treatment common form venous occlusion, level lower extremities, presented, followed pelvic vein inferior vena cava occlusion, mesenteric venous thrombosis, upper extremity occlusion, acute cerebral vein thrombosis, finally acute venous occlusion hemodialysis access. In acute venous occlusion lower extremity phlebography still reference gold standard. Presently, duplex ultrasound manual compression sensitive specific noninvasive test. Limitations ultrasonography include isolated distal calf vein occlusion, obesity, patients lower extremity edema. If sonography non-diagnostic, venography considered. Magnetic resonance venography differentiate acute occlusion chronic thrombus, high cost limited availability, yet used routine diagnosis lower extremity venous occlusion only. Regarding interventional treatment, catheter-directed thrombolysis applied dissolve thrombus charily selected patients symptomatic occlusion contraindications therapy. Acute occlusion pelvic veins inferior vena cava, often due extension femoropopliteal system, represents major risk pulmonary embolism. Color flow Doppler imaging often limited owing obesity bowel gas. Venography long considered gold standard identifying proximal venous occlusion. Both CT scanning MR imaging, however, even accurately diagnose acute pelvis vein inferior vena cava occlusion. MRI preferred noninvasive, require contrast agent, carries exposure ionizing radiation, highly accurate reproducible. Apart catheter-directed thrombolysis, mechanical thrombectomy proven quick safe treatment modality enabling recanalization thrombotic occlusions conjunction minimal invasiveness low bleeding risk. Mechanical thrombectomy devices used conjunction temporary cava filter. Contrast-enhanced CT present considered examination choice acute mesenteric vein occlusion mortality rates high %. Patients proven acute mesenteric venous occlusion contraindications surgical therapy identified bleeding disposition without looming bowel ischemia infarction possible contenders less invasive percutaneous approach either (in)direct thrombolysis mechanical means. Ultrasonography primary imaging modality diagnosis upper extremity thrombosis. Computed tomography MRI addition helpful diagnosing central chest vein occlusions. The interventionalist rarely involved treatment entity. Catheter-directed thrombolysis known improve lysis rates. Together balloon angioplasty good obtained. If stenosis thrombus remains thrombolysis angioplasty, stent placement follow. Within first two weeks, thrombosed dural sinus cerebral venous vessels typically hyperdense CT compared brain parenchyma; course  weeks, thrombus become isodense. In MRI axial fluid-attenuated inversion recovery sequence, axial diffusion-weighted MRI, coronal T-weighted spinecho T-weighted turbo-spinecho sequences, coronal gradientecho D phase-contrast venous angiogram performed. Local thrombolysis needed patients exacerbation clinical symptoms imaging signs worsening disease despite sufficient anticoagulation therapy. Acute occlusions dialysis grafts fistulae frequently encountered complication. Among various described acute occlusion screening, ultrasonography MRI proven accurate noninvasive; however, immediate treatment anticipated, imaging performed directly digital subtraction angiography percutaneous intervention. Initial percutaneous thrombectomy effective success rates patency rates comparable surgical thrombectomy. A short thrombosis treated balloon angioplasty alone, whereas extensive thrombosis requires combination mechanical devices and/or thrombolytic agents adjunctive balloon angioplasty.",Excluded,"Nontraumatic vascular emergencies: Imaging acute occlusion. Risk factors acute venous occlusion range prolonged immobilization hypercoagulability syndromes, trauma, malignancy. The aim review article illustrate different imaging options diagnosis acute venous occlusion assess value interventional strategies venous thrombosis treatment emergency setting. First, diagnosis treatment common form venous occlusion, level lower extremities, presented, followed pelvic vein inferior vena cava occlusion, mesenteric venous thrombosis, upper extremity occlusion, acute cerebral vein thrombosis, finally acute venous occlusion hemodialysis access. In acute venous occlusion lower extremity phlebography still reference gold standard. Presently, duplex ultrasound manual compression sensitive specific noninvasive test. Limitations ultrasonography include isolated distal calf vein occlusion, obesity, patients lower extremity edema. If sonography non-diagnostic, venography considered. Magnetic resonance venography differentiate acute occlusion chronic thrombus, high cost limited availability, yet used routine diagnosis lower extremity venous occlusion only. Regarding interventional treatment, catheter-directed thrombolysis applied dissolve thrombus charily selected patients symptomatic occlusion contraindications therapy. Acute occlusion pelvic veins inferior vena cava, often due extension femoropopliteal system, represents major risk pulmonary embolism. Color flow Doppler imaging often limited owing obesity bowel gas. Venography long considered gold standard identifying proximal venous occlusion. Both CT scanning MR imaging, however, even accurately diagnose acute pelvis vein inferior vena cava occlusion. MRI preferred noninvasive, require contrast agent, carries exposure ionizing radiation, highly accurate reproducible. Apart catheter-directed thrombolysis, mechanical thrombectomy proven quick safe treatment modality enabling recanalization thrombotic occlusions conjunction minimal invasiveness low bleeding risk. Mechanical thrombectomy devices used conjunction temporary cava filter. Contrast-enhanced CT present considered examination choice acute mesenteric vein occlusion mortality rates high %. Patients proven acute mesenteric venous occlusion contraindications surgical therapy identified bleeding disposition without looming bowel ischemia infarction possible contenders less invasive percutaneous approach either (in)direct thrombolysis mechanical means. Ultrasonography primary imaging modality diagnosis upper extremity thrombosis. Computed tomography MRI addition helpful diagnosing central chest vein occlusions. The interventionalist rarely involved treatment entity. Catheter-directed thrombolysis known improve lysis rates. Together balloon angioplasty good obtained. If stenosis thrombus remains thrombolysis angioplasty, stent placement follow. Within first two weeks, thrombosed dural sinus cerebral venous vessels typically hyperdense CT compared brain parenchyma; course  weeks, thrombus become isodense. In MRI axial fluid-attenuated inversion recovery sequence, axial diffusion-weighted MRI, coronal T-weighted spinecho T-weighted turbo-spinecho sequences, coronal gradientecho D phase-contrast venous angiogram performed. Local thrombolysis needed patients exacerbation clinical symptoms imaging signs worsening disease despite sufficient anticoagulation therapy. Acute occlusions dialysis grafts fistulae frequently encountered complication. Among various described acute occlusion screening, ultrasonography MRI proven accurate noninvasive; however, immediate treatment anticipated, imaging performed directly digital subtraction angiography percutaneous intervention. Initial percutaneous thrombectomy effective success rates patency rates comparable surgical thrombectomy. A short thrombosis treated balloon angioplasty alone, whereas extensive thrombosis requires combination mechanical devices and/or thrombolytic agents adjunctive balloon angioplasty."
1299,1299,Alpha-Phenyl-n-tert-butyl-nitrone attenuates lipopolysaccharide-induced neuronal injury neonatal rat brain,"Although white matter damage fundamental neuropathological feature periventricular leukomalacia (PVL), motor cognitive deficits observed later infants PVL indicate possible involvement cerebral neuronal dysfunction. Using previously developed rat model white matter injury induced cerebral lipopolysaccharide (LPS) injection, investigated whether LPS exposure also neuronal injury neonatal brain whether alpha-phenyl-n-tert-butyl-nitrone (PBN), antioxidant, offers protection LPS-induced neuronal injury. A stereotactic intracerebral injection LPS ( mg/kg) performed Sprague-Dawley rats (postnatal day ) control rats injected sterile saline. LPS exposure resulted axonal neuronal injury cerebral cortex indicated elevated expression beta-amyloid precursor protein, altered axonal length width, increased size cortical neuronal nuclei. LPS exposure also caused loss tyrosine hydroxylase positive neurons substantia nigra ventral tegmental areas rat brain. Treatments PBN ( mg/kg) significantly reduced LPS-induced neuronal axonal damage. The protection PBN associated attenuation oxidative stress induced LPS indicated reduced number -hydroxynonenal, malondialdehyde nitrotyrosine positive cells cortical area following LPS exposure, reduction microglial activation stimulated LPS. The finding inflammatory environment may cause white matter neuronal injury neonatal brain supports possible anatomical correlate intellectual deficits cortical deep gray neuronal dysfunctions associated PVL. The protection PBN may indicate potential usefulness antioxidants treatment neuronal dysfunctions.",Excluded,"Alpha-Phenyl-n-tert-butyl-nitrone attenuates lipopolysaccharide-induced neuronal injury neonatal rat brain. Although white matter damage fundamental neuropathological feature periventricular leukomalacia (PVL), motor cognitive deficits observed later infants PVL indicate possible involvement cerebral neuronal dysfunction. Using previously developed rat model white matter injury induced cerebral lipopolysaccharide (LPS) injection, investigated whether LPS exposure also neuronal injury neonatal brain whether alpha-phenyl-n-tert-butyl-nitrone (PBN), antioxidant, offers protection LPS-induced neuronal injury. A stereotactic intracerebral injection LPS ( mg/kg) performed Sprague-Dawley rats (postnatal day ) control rats injected sterile saline. LPS exposure resulted axonal neuronal injury cerebral cortex indicated elevated expression beta-amyloid precursor protein, altered axonal length width, increased size cortical neuronal nuclei. LPS exposure also caused loss tyrosine hydroxylase positive neurons substantia nigra ventral tegmental areas rat brain. Treatments PBN ( mg/kg) significantly reduced LPS-induced neuronal axonal damage. The protection PBN associated attenuation oxidative stress induced LPS indicated reduced number -hydroxynonenal, malondialdehyde nitrotyrosine positive cells cortical area following LPS exposure, reduction microglial activation stimulated LPS. The finding inflammatory environment may cause white matter neuronal injury neonatal brain supports possible anatomical correlate intellectual deficits cortical deep gray neuronal dysfunctions associated PVL. The protection PBN may indicate potential usefulness antioxidants treatment neuronal dysfunctions."
1302,1302,Persistent recurrent acromegaly. Long-term endocrinologic efficacy neurologic safety postsurgical radiation therapy,"As clinics, pituitary surgery definitive treatment less % cases acromegaly treated one institution several decades. From  ,  acromegalic patients noncurative pituitary surgery received radiation therapy National Institutes Health, basal human growth hormone level greater  ng/ml criterion active disease. Using megavoltage irradiation, % patients stabilized normal hormonal range, overwhelming majority decreasing growth hormone levels time. No major side effects irradiation encountered except panhypopituitarism varying degrees. The authors evolved policy surgery first option, followed irradiation patients postoperative growth hormone levels  ng/ml.",Excluded,"Persistent recurrent acromegaly. Long-term endocrinologic efficacy neurologic safety postsurgical radiation therapy. As clinics, pituitary surgery definitive treatment less % cases acromegaly treated one institution several decades. From  ,  acromegalic patients noncurative pituitary surgery received radiation therapy National Institutes Health, basal human growth hormone level greater  ng/ml criterion active disease. Using megavoltage irradiation, % patients stabilized normal hormonal range, overwhelming majority decreasing growth hormone levels time. No major side effects irradiation encountered except panhypopituitarism varying degrees. The authors evolved policy surgery first option, followed irradiation patients postoperative growth hormone levels  ng/ml."
1305,1305,Time dose-dependent radiosensitization glioblastoma multiforme U cells EGF receptor tyrosine kinase inhibitor ZD ('Iressa'),"Hyperactive epidermal growth factor receptor (EGFR) signaling, promotes unregulated cell growth inhibits apoptosis, believed contribute clinical radiation resistance glioblastoma multiforme (GBM). Blockage EGFR signalling pathways may offer attractive therapeutic target increase cytotoxic effects radiotherapy. We report effects ZD ('Iressa'), selective EGFR tyrosine kinase inhibitor radiation sensitivity U GBM cell line, expresses high levels EGFR. In radiation survival experiments,  microM ZD significant radiosensitizing effect increased cell death observed doses Gy presence ZD. Dose schedule drug administration combination radiation appeared crucial element obtain radiosensitization cells. These studies suggest novel therapeutic strategies treatment GBM.",Excluded,"Time dose-dependent radiosensitization glioblastoma multiforme U cells EGF receptor tyrosine kinase inhibitor ZD ('Iressa'). Hyperactive epidermal growth factor receptor (EGFR) signaling, promotes unregulated cell growth inhibits apoptosis, believed contribute clinical radiation resistance glioblastoma multiforme (GBM). Blockage EGFR signalling pathways may offer attractive therapeutic target increase cytotoxic effects radiotherapy. We report effects ZD ('Iressa'), selective EGFR tyrosine kinase inhibitor radiation sensitivity U GBM cell line, expresses high levels EGFR. In radiation survival experiments,  microM ZD significant radiosensitizing effect increased cell death observed doses Gy presence ZD. Dose schedule drug administration combination radiation appeared crucial element obtain radiosensitization cells. These studies suggest novel therapeutic strategies treatment GBM."
1308,1308,Isolated histiocytosis X pituitary stalk,"A case histiocytosis X granuloma localized pituitary stalk reported. Coronal sagittal magnetic resonance imaging views useful determine precise size location mass lesion. The diagnosis established immunohistochemically patient treated low-dose irradiation therapy. After irradiation, patient improved well without endocrine replacement treatment. The pituitary stalk recovered normal size evidence recurrence MRI -year follow-up. We emphasize importance MRI initiating therapy evaluate pituitary mass lesion effectiveness low-dose irradiation isolated histiocytosis X.",Excluded,"Isolated histiocytosis X pituitary stalk. A case histiocytosis X granuloma localized pituitary stalk reported. Coronal sagittal magnetic resonance imaging views useful determine precise size location mass lesion. The diagnosis established immunohistochemically patient treated low-dose irradiation therapy. After irradiation, patient improved well without endocrine replacement treatment. The pituitary stalk recovered normal size evidence recurrence MRI -year follow-up. We emphasize importance MRI initiating therapy evaluate pituitary mass lesion effectiveness low-dose irradiation isolated histiocytosis X."
