,decision,titleabstract
374,Excluded,sup sup f fpybf new f labelled amyloid imaging pet tracer biodistribution radiation dosimetry assessment first in man sup sup f fpybf pet imaging recently benzofuran derivative imaging beta amyloid plaques sup sup f fluoroethoxy ethoxy ethoxy benzofuran yl n methylpyridin amine sup sup f fpybf validated tracer amyloid imaging found sup sup f fpybf pet ct useful reliable diagnostic tool evaluation ad higashi et al ann nucl med https doi org s the aim study assess biodistribution radiation dosimetry diagnostic dosages sup sup f fpybf normal healthy volunteers first in man study four normal healthy volunteers male female mean age age range included underwent sup sup f fpybf pet ct study evaluation radiation exposure pharmacokinetics a min dynamic pet ct scan body chest abdomen performed min min whole body static scan performed six times injection sup sup f fpybf after reconstructing pet ct image data individual organ time activity curves estimated fitting volume interest data dynamic scan whole body scans the olinda exm version software used determine whole body effective doses dynamic pet imaging demonstrated hepatobiliary renal systems principal pathways clearance sup sup f fpybf high uptake liver gall bladder stomach kidneys demonstrated followed intestines urinary bladder the ed adult dosimetric model estimated microsv mbq the higher absorbed doses estimated liver microgy mbq brain micro gy mbq osteogenic cells microgy mbq small intestines microgy mbq kidneys microgy mbq male female respectively the ed adult dosimetric model similar agents used amyloid pet imaging the diagnostic dosage mbq sup sup f fpybf considered acceptable administration diagnostic tool evaluation ad
375,Excluded,gamma knife radiosurgery treatment non surgical cystic cerebral metastases treatment options cystic cerebral metastases include surgery whole brain radiation therapy wbrt stereotactic radiosurgery srs larger cystic lesions regarded unsuitable srs higher radiation doses required carry associated risk radiation toxicity non cellular component may respond radiation such lesions often require surgery we aimed assess role gamma knife radiosurgery gkrs treatment non surgical cystic brain metastases s consecutive brain metastases underwent gks february july lesions greater less cystic component identified clinical radiological dosimetry parameters reviewed establish response srs identify potential predictive factors response s lesions analyzed the primary cancer lung breast respectively mean tumour volume ml range ml mean prescription dose gy range gy mean follow up months range mean conformality index range local control rates months respectively superior lung compared nonlung subtypes unaffected percentage cystic component s these support use gkrs management non surgical cystic metastases despite perceived poorer response reported literature our local control rates comparable matched cohort non cystic brain metastases tumour subtype predictor response
376,Included,progress memory function radiation therapy nasopharyngeal carcinoma the authors evaluated late neurocognitive profile progress memory functions primary nasopharyngeal carcinoma treated radiation therapy years forty imaging evidence temporal lobe injury tli positive tli negative the healthy control subjects matched age educational level underwent extensive memory assessments seventeen tli positive tli negative reassessed average months progress memory functions the patient groups performed significantly worse memory tests compared normal subjects memory complaints lower scores verbal memory without complaints the tli positive tli negative groups differ significantly cognitive performance at follow up visual memory performance deteriorated verbal memory remained stable
377,Included,relationship histologic features outcomes carotid revascularization radiation induced stenosis this study aimed elucidate relationships preoperative carotid imaging histologic characteristics surgical treatment outcomes radiation induced carotid stenosis rics using control subjects without rics comparison we retrospectively reviewed records underwent carotid revascularization instances rics including cases carotid artery stenting cas cases carotid endarterectomy cea case cea retrograde cas july april the controls history radiation therapy underwent carotid revascularization similar period preoperative magnetic resonance imaging mri ultrasonography us computed tomography angiography correlated outcomes histologic analysis cea specimens end points included ipsilateral contralateral stroke myocardial infarction restenosis in stent thrombosis target lesion revascularization vulnerable plaques carotid mri vs p mobile vs p ulcerative vs p plaques us frequent rics group all revascularization procedures successful occlusion occurred adverse events cas group including one minor stroke one transient ischemic attack within days well five ipsilateral neurologic events days including three minor strokes two transient ischemic attacks significantly frequent cea group all three cases late ipsilateral stroke displayed vulnerable plaque preoperative mri late in stent thrombosis restenosis us our radiologic histologic analyses revealed advanced rics often accompanied formation vulnerable plaque cea prevent undesirable late outcomes cases
378,Included,dose responses multi model inference non cancer disease mortality atomic bomb survivors the non cancer mortality data cerebrovascular disease cvd cardiovascular diseases report atomic bomb survivors published radiation effects research foundation analysed investigate dose response influence radiation detrimental health effects various parametric categorical models such linear no threshold lnt number threshold step models analysed statistical selection protocol rated model description data instead applying usual approach identifying one preferred model data set set plausible models applied sub set non nested models identified fitted data equally well subsequently sub set non nested models used perform multi model inference mmi innovative mathematically combining different models allow risk estimates based several plausible dose response models rather relying single model choice this procedure thereby produces reliable risk estimates based comprehensive appraisal model uncertainties for cvd mmi yielded weak dose response with risk estimate one third lnt model step gy stronger dose response higher doses the calculated risk estimates consistent zero risk threshold dose for mortalities related cardiovascular diseases lnt type dose response found risk estimates consistent zero risk gy based confidence intervals the mmi approach described resolves dilemma practical radiation protection one forced select models profoundly different dose responses risk estimates
379,Included,the effect irradiation demyelination induced avirulent semliki forest virus a dose rad total body irradiation semliki forest virus infection effective producing multiple foci demyelination swiss mice animals receiving dose highest virus titre semliki forest virus persisting brain delayed antibody response in spite extensive demyelination obvious clinical signs paralysis observed
380,Excluded,this pineal gland mediate phase shifts disc shedding rhythm rat retina albino rats subjected pinealectomy superior cervical ganglionectomy appropriate sham preparation placed lighting conditions light onset advanced hr after days regimen animals exhibited complete shift outer segment disc shedding rhythm indicating pineal gland factor mediating shift
381,Excluded,whole brain radiotherapy combined surgery stereotactic radiotherapy brain oligometastases long term analysis to verify whether treatment brain oligometastases whole brain radiotherapy wbrt plus stereotactic radiotherapy srt surgical resection different outcomes files affected brain metastases submitted surgical resection followed wbrt group a wbrt srt group b retrospectively selected study the two treatment groups matched following potential prognostic factors wbrt schedule age gender performance status tumor type number brain metastases extra cerebral metastases recursive partitioning analysis class rpa the outcomes groups evaluated terms toxicity local control overall survival total selected male female respectively submitted surgical resection followed wbrt group a n wbrt srt group b n median follow up months range months the year local control rates respectively no significant difference local tumor control observed group a b p median overall survival months group a b respectively one year survival respectively no difference observed two groups p surgery remains main therapeutic approach symptomatic nevertheless data support use wbrt plus srt one two brain metastases smaller cm
382,Included,radiation induced emesis prospective observational multicenter italian trial the italian group antiemetic research radiotherapy a prospective observational multicenter trial carried assess incidence pattern prognostic factors radiation induced emesis rie evaluate use antiemetic drugs radiation oncology clinical practice and fifty one italian radiation oncology centers took part trial the accrual lasted consecutive weeks starting radiotherapy period enrolled exclusion criteria age years concomitant chemotherapy evaluation based diary cards filled daily radiotherapy week stopping it diary cards recorded intensity nausea episode vomiting retching prophylactic symptomatic antiemetic drug prescriptions also registered nine hundred thirty four entered trial evaluable irradiated sites were breast pelvis head neck thorax brain upper abdomen skin and or extremities sites vomiting nausea occurred respectively vomiting nausea at multifactorial analysis patient related risk factor statistically significant represented previous experience cancer chemotherapy moreover two radiotherapy rt related factors significant risk factors rie irradiated site field size in fact statistically significant higher percentage rie registered upper abdomen rt rt fields cm although nonstatistically significant receiving rt thorax head neck presented higher incidence rie only minority receiving rt given antiemetic drug prescriptions often symptomatic prophylactic vs respectively different compounds wide range doses schedules used however evidence data spite antiemetic prophylaxis vomiting nausea the majority prophylactic group received oral hydroxytriptamine receptor ht antagonist mg day days week in symptomatic group received ht antagonists metoclopramide respectively at multivariate analysis patient rt related risk factor rie found influence significantly prophylactic symptomatic use antiemetics our study provided useful data epidemiology characteristics rie previous chemotherapy field size irradiated site upper abdomen significant prognostic factors rie a remarkable incidence rie found submitted thoracic head neck rt with knowledge possible better plan studies important problem moreover low rate antiemetics use wide variety doses schedules employed suggest need reinforce evidence based approach identify best antiemetic approach rie
383,Excluded,image quality parameters brain imaging fan beam collimator monte carlo study radiation scattering effects the effects scattered radiation image quality brain imaging fan beam collimator quantitatively evaluated a commercial gamma camera conjunction fan beam collimator simulated using mcnpx code the effects radiation scattering image quality evaluated employing snyder phantom comparing system response isotropic sup m sup tc point source spatial frequency domains the trans axial spatial resolution obtained point spread functions studied spatial domain source to collimator distances cm at distances spatial frequencies sf sub sub sf sub sub maximum modulation transfer function considered frequency domain the maximum difference obtained full width half maximum presence absence phantom approximately difference full width tenth maximum an analysis system response frequency domain demonstrated large difference obtained sf sub sub values presence absence phantom in contrast difference mere obtained sf sub sub values radiation scattering mainly degrades image contrast resolution considerable effect spatial resolution images acquired fan beam collimator accordingly impact radiation scattering image quality obvious frequency domain sf sub sub considered operational parameter quantitative assessment radiation scattering effects image quality frequency domain
384,Included,the hormonal status carbohydrate energy metabolism rats long term action low doses ionizing radiation heat russian hormonal status blood content triiodothyronine thyroxin insulin hydroxycorticosteroids dehydration krebs cycle activity first enzyme pentose phosphate cycle glucose phosphate dehydrogenase brain myocardium white rats studied different time periods separate combined prolonged exposure radiation relatively small doses heat it found combination ionizing radiation heat led hypofunction endocrine glands inhibition dehydration processes krebs cycle
385,Included,radiation induced morphologic changes rhesus monkey macaca mulatta brain the right cerebral hemisphere rhesus monkeys scheduled necropsy completion another project studied histopathologically days single dose co irradiation histopathologically inflammation gliosis consistently occurred specific time points varied severity individuals multifocal hemorrhage edema acute neutrophilic inflammatory response observed initially whereas perivascular accumulations lymphocytes observed specimens end study microglia macrophages prominent first week irradiation whereas astrocytes reactive throughout observation period the early clinical manifestations central nervous system cns brain irradiation humans correspond temporally acute vascular responses acute subacute inflammatory cell responses subacute demyelination reactive astrocytic microglial responses observed rhesus monkey initial responses cns gamma irradiation may potential implications development radiation induced late injury cns
386,Excluded,anaesthesia interventional neuroradiology the volume range procedures undertaken interventional neuroradiologists significantly expanded recent years they treating many conditions previously considered untreatable amenable open surgical techniques to facilitate close cooperation required radiologists anaesthetists necessary successful outcome complex lengthy procedures important anaesthetist appreciation physiopathology potential multisystem effects underlying disease cerebral protection strategies potential pitfalls procedural technique maintaining vigilance post procedural monitoring phase essential early recognition potential complications bleeding vessel occlusion may warrant emergency radiological neurosurgical interventions copyright elsevier ltd
387,Excluded,resetting biological clock mediation nocturnal creb phosphorylation via light glutamate nitric oxide synchronization environmental lighting cycle biological clock suprachiasmatic nucleus scn correlated phosphorylation ca camp response element binding protein creb transcriptional activating site ser mechanisms mediating formation phospho creb p creb relation clock resetting unknown to address issues probed signaling pathway light p creb nocturnal light rapidly transiently induced p creb like immunoreactivity p creb lir rat scn glutamate glu nitric oxide no donor administration vitro also induced p creb lir scn neurons subjective night clock controlled sensitivity phase resetting light glu no similarly restricted subjective night the effects nmda nitric oxide synthase nos antagonists glu mediated induction p creb lir paralleled inhibition phase shifting significantly among neurons p creb lir induced light nadph diaphorase positive neurons scn s retinorecipient area glu treatment increased intensity kda band recognized anti p creb antibodies subjective night day whereas anti alpha creb lir band remained constant night day inhibition nos glu stimulation diminished anti p creb lir kda band together data couple nocturnal light glu nmda receptor activation no signaling creb phosphorylation transduction brief environmental light stimulation retina molecular changes scn resulting phase resetting biological clock
388,Excluded,improved survival rate primary intracranial lymphoma treated high dose radiation systemic vincristine doxorubicin cyclophosphamide prednisolone chemotherapy thirty histologically proven primary intracranial non hodgkin s lymphoma treated kyoto university ten treated prospectively radiation chemotherapy protocol all four specimens recently reexamined classified according working formulation system the predominant histologic types diffuse large cell type large cell immunoblastic type diffuse mixed small large cell type seen cases respectively before treated postoperative radiation without definite chemotherapy one survived years local recurrence common cause failure in authors started protocol four six courses systemic chemotherapy vincristine doxorubicin cyclophosphamide prednisolone vepa given whole brain radiation gy local boost gy eight completed protocol alive months diagnosis three surviving years only one patient developed recurrence on hand six complete receive chemotherapy dead alive recurrence corelation working formulation subtype prognosis clear variety treatment two receiving chemotherapy developed brain necrosis fatal one case two treated protocol poor state without signs recurrence chemotherapy may enhance radiation effect normal brain tissue well tumor combination radiotherapy chemotherapy improve survival rate optimal dosage needs investigated further
389,Excluded,the effects exposure extremely low frequency magnetic field amphetamine reduced glutathione brain continuous exposure extremely low frequency magnetic field elf mf hz mt alone combined d amphetamine mg kg affected reduced glutathione content brain regions rats compared sham exposed rats glutathione content forebrain cortex elf mf exposed rats decreased p reverted giving amphetamine upon elf mf exposure in group glutathione content increased brain stem cerebellum p compared sham exposed elm mf exposed amphetamine treated groups it suggested biogenic monoamines involved reduced glutathione changes observed the changes uniform brain regions examined
390,Excluded,amifostine update clinical status cytoprotectant cancer receiving chemotherapy radiotherapy potential therapeutic application myelodysplastic syndrome unlabelled amifostine wr cytoprotective agent protects broad range normal tissues toxic effects chemotherapy radiotherapy without attenuating tumour response this selective protection due greater conversion uptake active metabolite wr normal versus neoplastic tissues in pivotal phase iii trial advanced ovarian cancer randomised receive treatment cisplatin mg m cyclophosphamide mg m every weeks without pretreatment intravenous amifostine mg m over cycles therapy amifostine significantly reduced haematological renal neurological toxicities treatment delays treatment discontinuation days hospital related adverse events also significantly reduced receiving amifostine versus receiving chemotherapy alone in another randomised phase iii trial head neck cancer undergoing irradiation therapy total dose gy pretreatment intravenous amifostine mg m significantly reduced incidence acute late grade xerostomia however mucositis significantly reduced amifostine recipients compared receiving radiotherapy alone although shown smaller randomised trials amifostine mg m also provided significant protection pneumonitis oesophagitis lung cancer receiving thoracic irradiation preliminary report phase iii trial n other studies demonstrated protective effects amifostine tumour types chemotherapy radiation radiochemotherapy regimens however evidence still limited indications no evidence tumour protection amifostine demonstrated clinical trials amifostine also shown stimulate haematopoietic stem cells investigated therapy myelodysplastic syndrome number small preliminary studies at recommended dose schedule amifostine generally well tolerated adverse effects usually reversible manageable frequently experienced include nausea vomiting transient hypotension somnolence sneezing the phase iii trials confirmed safety efficacy amifostine cytoprotectant ameliorate cisplatin induced cumulative renal toxicity agent proven effective neutropenia advanced ovarian cancer reduce xerostomia head neck cancer receiving irradiation therapy depending outcome numerous ongoing clinical trials amifostine may eventually find broader clinical applications cytoprotectant potential therapy myelodysplastic syndrome references
391,Included,late radiation changes small volume radiosurgery rat brain measuring local cerebral blood flow histopathological studies the goal study investigate late effects following stereotactic single fraction small volume irradiation cerebral blood flow histologic alterations rat brain parenchyma material and copenhagen rats separated eleven groups six animals received single doses gy using mv linear accelerator six rats served controls two cylindrical collimators mm mm aperture used the diameters spherical isodose mm respectively table irradiation applied predefined area right frontal lobe months irradiation local cerebral blood flow lcbf measured autoradiographic one animal dose group gy months irradiation half animals group sacrificed brain histology all animals irradiated gy sacrificed months irradiation an increase local cerebral blood flow measured brain structures within isodose animals irradiated gy figure compared contralateral hemisphere close necrotic areas showed strong decrease local cerebral blood flow figure a volume increase irradiated hemisphere seen months figure the histologic examination months showed necrotic areas gy groups figure b gy groups figure c the animals received gy demonstrated brain necrosis within months irradiation figure a at points time groups irradiated mm collimator showed pronounced histomorphologic functional changes compared groups irradiated mm collimator alterations local cerebral blood flow measured late effect single dose irradiation the alterations local cerebral blood flow could explained histomorphologic changes blood vessels using semi quantitative classification dose time volume dependence endpoint radionecrosis seen
392,Excluded,the application supravascular laser irradiation blood treatment cochleovestibular disorders russian a total presenting neurosensory impairement hearing meniere s disease treated supravascular extracorporeal laser irradiation blood the study undertaken evaluate efficacy treatment confirmed beneficial effect acute hearing disorders it equally effective regards elimination labyrinthine hydropsis presenting meniere s disease the proved less efficacious management long standing hearing impairement chronic loss hearing used prevent development conditions
393,Excluded,synthesis heat shock proteins cultured chick pineal cells chick pineal cells static culture display persistent photosensitive circadian rhythm melatonin synthesis release melatonin synthesis rhythm also sensitive temperature changes by sds page autoradiography found several heat shock proteins hsps synthesized temperature conditions also cause changes melatonin production rhythms we see substantial phase dependent differences induction hsp synthesis detect clear effect light synthesis proteins
394,Excluded,comparison effect sup m sup tc dpd sup m sup tc mdp experimentally induced osteoarthritis stifle joint dog this study designed evaluate effect sup m sup technetium dicarboxypropane diphosphonate sup m sup tc dpd sup m sup technetium methylene diphosphonate sup m sup tc mdp bone scan image quality time dogs osteoarthritis the left cranial cruciate ligament crcl ten healthy adult beagle dogs transected general anesthesia the dogs assigned sup m sup tc dpd irjected sup m sup tc mdp iniected groups stifle joint scintigraphy performed intravenous injection mci sup m sup tc dpd sup m sup te mdp scintigraphy conducted crcl transection weeks procedure there significant differences density sensitivity pathological foci sup m sup tc dpd sup m sup tc mdp groups experimentally transected crcl dogs a comparison images obtained pinhole type low energy general type collimators stifle joint normal dogs crcl transaction revealed significant differences bone radioactivity scintigraphs obtained h sup m sup tc mdp h sup m sup tc dpd injection in application sup m sup tc dpd sup m sup tc mdp experimentally induced osteoarthritis stifle joint dogs similar effects radioactive uptake ratio image quality sup m sup tc dpd efficient sup m sup tc mdp reducing overall time scintigraphy
395,Excluded,enhancement radiosensitivity tamoxifen c glioma cells the antiestrogen drug tamoxifen used extensively treatment breast cancer also reported inhibit proliferation estrogen receptor negative cell lines including malignant glioma vitro to explore possible role tamoxifen treatment malignant glioma investigated effects cell growth radiosensitivity c glioma cells using colony forming assay tetrazolium formazan growth rate assay pretreatment c cells tamoxifen resulted dose dependent inhibition cell growth enhancement antitumor effects acnu irradiation the radiosensitivity treated cells enhanced administration mumol l tamoxifen either irradiation continuously before during irradiation survival dose do gy respectively p compared controls do gy in addition protein kinase c activity also inhibited tamoxifen concentration radiosensitivity augmented c cells taken together demonstrate synergistic effect tamoxifen radiation intracellular damage c glioma cells may part due inhibition protein kinase c suggesting tamoxifen serves useful agent combination therapy glioma
396,Excluded,death neurons glial cells induced photodynamic injury signaling processes neurone glial interactions russian the mechanisms photodynamic pd injury neurons glial cells reviewed neuron responses firing stimulation high photosensitizer concentrations inhibition low concentrations m followed necrosis described glial cells died necrosis apoptosis local laser inactivation neuron enhanced pd induced apoptosis glial cells thus indicating neuron maintained survival glia inter intracellular signaling mediated photodamage cells using inhibitors activators signaling proteins involvement ca adenylate cyclase tyrosine kinase mediated signaling pathways responses neurons glial cells photosensitization shown their pharmacological modulation change selectivity pd injury neuronal glial cells efficiency pd therapy
397,Included,cellular senescence mouse hippocampus after irradiation role p p diverse stress signals including irradiation may trigger cellular senescence we asked whether irradiation induced senescence mouse hippocampus whether p p played role response following whole brain irradiation polymerase chain reaction pcr arrays senescence associated genes showed increased expression cdkna p cdkna parf mouse hippocampus weeks upregulation p parf confirmed using real time pcr also demonstrated increased cdkna pinka expression irradiation no altered regulation another senescence associated genes observed irradiation immunohistochemistry revealed increased nuclear expression pinka parf p p phosphorylated p pp hydroxy nonenal interleukin il granule cells dentate gyrus irradiation increased p nuclear immunoreactivity observed type cells putative neural stem cells gamma phosphorylated histone a nuclear foci also seen dentate gyrus weeks postirradiation in nonirradiated mice knockout trp p gene increased pinka parf il pp dentate gyrus we conclude irradiation induces transcript protein expression profile alterations mouse dentate gyrus consistent senescence phenotype absence p p increase baseline expression senescence markers increase expression irradiation
398,Excluded,local therapy primary brain tumors german in recent years forms local treatment primary brain tumors developed addition resection radiation there basically three principles local therapy intralesional therapy primary recurrent non resectable tumors well intracavitary pericavitary therapy following microscopic surgical complete resection local therapy procedures complex suffer special difficulties evaluation effectiveness imaging techniques inevitably accompanied alterations imaging barrier disturbances contrast medium uptake springer verlag
399,Excluded,ionizing radiation induces neuroendocrine differentiation prostate cancer cells vitro vivo prostate cancer prostate cancer remains common noncutaneous cancer among american men although cured surgery radiotherapy still died disease many receive radiotherapy either primary therapy salvage therapy combination surgery hormonal therapy despite initial treatment several studies suggest approximately low risk prostate cancer advanced cancer experience biochemical recurrence within five years radiotherapy thus elucidating molecular mechanisms underlying radioresistance tumor recurrence potential significantly reduce prostate cancer mortality we previously demonstrated fractionated ionizing radiation ir induce prostate cancer cell line lncap undergo neuroendocrine differentiation ned activation camp response element binding protein creb cytoplasmic sequestration atf two cre binding transcription factors oppose regulate ned importantly ir induced ned reversible de differentiated cells cross resistant ir androgen depletion docetaxel treatments these findings suggest radiation induced ned may allow prostate cancer cells survive treatment contribute tumor recurrence in present study demonstrated ir also induces ned subset du pc cells in addition confirmed ir induces ned lncap xenograft tumors nude mice observed plasma chro mogranin a cga level biomarker ned increased fold tumor bearing mice fractionated radiation doses gy respectively consistent vivo findings pilot study prostate cancer showed serum cga level elevated radiotherapy taken together findings provide evidence radiation induced ned general therapeutic response subset prostate cancer thus large scale analysis radiotherapy induced ned prostate cancer correlation clinical outcomes likely provide new insight role ned prostate cancer radiotherapy prognosis
400,Excluded,sacral nerve stimulator use patient low anterior resection syndrome introduction locally advanced rectal cancer treated neoadjuvant chemoradiation surgical resection advanced surgical techniques mesorectal excision enabled sphincter sparing surgery accomplished distal cancers although procedures done frequently remain fraught immediate perioperative long term complications fecal incontinence fi significant long term postoperative complication following surgical while reports show improvement year period significant number continue experience fi called low anterior syndrome las sacral nerve neuromodulation traditionally used treatment urinary incontinence use sacral nerve stimulator sns implantation utilized treat fi we report initial successful use sns treat fecal incontinence secondary radiation postoperative changes following treatment rectal cancer a year old asian female diagnosed stage iii rectal cancer underwent neoadjuvant chemoradiation followed low anterior resection diverting ileostomy her ostomy reversed august developed fecal incontinence non operative taken attempt improve incontinence without success including fiber supplementation pelvic floor therapy s prior sns implantation patient given cleveland clinic fecal incontinence score ccfis rate daily incontinence episodes point scale categories including incontinence solids liquids gas frequency protective undergarment pads need modify lifestyle a score category equivalent never events score equal always maximum score the patient underwent placement sns probes s foramen this followed week test period patient probes connected external modulator following test phase reassessed ccfis s the initial ccfis maximum score following insertion probe week patient reported improvement ccfis she maintained incontinence solids usually score liquid never gas always use pads always lifestyle modification never s sacral nerve stimulator insertion potentially effective treatment fecal incontinence undergone neoadjuvant chemoradiation resection rectal cancer further study warranted larger sample sizes ensure consistency long term outcomes measured
401,Excluded,multi component diffusion characterization radiation induced white matter damage we used multi b value diffusion models characterize microstructural white matter changes brain radiation fast slow components order better understand pathophysiology radiation induced tissue damage fourteen included retrospective analysis imaging prior to months radiotherapy rt diffusion signal decay within brain white matter fit biexponential model separate changes within slow fast components linear mixed effects models used obtain estimates effect radiation dose time model parameters we found increase x sup sup x sup sup mm sup sup s fast diffusion coefficient per unit dose time gy month longitudinal transverse directions respectively by contrast longitudinal slow diffusion coefficient decreased independently dose x sup sup x sup sup x sup sup mm sup sup s months post rt respectively radiation induced white matter changes first year following rt driven dose dependent increases fast component dose independent decreases slow component
402,Included,effects age diet heavy particle induced disruption operant responding produced ground based model exposure cosmic rays on missions planets astronauts exposed galactic cosmic rays composed heavy particles such fe protons exposure particles affect ability rats perform variety tasks indicating possibility performance capabilities astronauts may affected previous research shown diets containing blueberry strawberry extract ameliorate deficits produced irradiation using ground based analog exposure cosmic rays rats placed diets containing blueberry strawberry extract months prior exposure gy gev n fe particles there effects performance group animals tested ascending fixed ratio operant task months following exposure when tested months exposure performance radiated animals given blueberry extract differ radiated animals fed control diet both groups performed significantly poorer non irradiated controls there differences non irradiated animals fed control diet radiated animals fed strawberry diet performance significantly better radiated rats fed blueberry control diets the indicate diets containing strawberry extract may provide significant level radiation protection exploratory class missions
403,Included,transmission signals irradiated non irradiated organisms mechanisms significance inter animal signaling irradiated non irradiated organisms demonstrated whole body irradiated mice also fish endpoints studied include clastogenic damage reproductive cell death for fish proteomic data also produced showing induction protective proteome medaka rainbow trout the aim current study determine effect medical microbeam irradiation using esrf synchrotron grenoble right brain hemisphere rat determine whether abscopal effects could produced rest animal also cage mates housed it the show strong signal production contralateral brain hemisphere less strong effects distant bladder irradiated rats signal strength stronger cage mates housed hrs irradiated rats the proteomic study showed abscopal associated proteins included a increase expression nadh dehydrogenase aconitase ubiquinone glial fibrillary acid proteins known present gliomas b reduction prohibitin protein thought tumor suppressor humans c increase expression heat shock cognate kda protein known involved disassembly clarithin coated vesicles d decrease expression tubulin alpha a chain protein known one major components microtubules all proteins would suggest pro carcinogenesis proteome however cage mates tubulin aconitase present different isoforms hsp also induced significantly pyruvate kinase fructose biphosphate aldolase also present suggesting mobilization energy reserves this also happened bystander fish one brain specific protein suppressed cage mate brain dihydropyrimidinase this protein prone oxidation oxidised molecule associated alzheimer s disease a reduction could seen beneficial terms reducing overall extent oxidased dihydropyrimidinase on hand dihydropyrimidinase vital neurotransmitter reduction could also seen detrimental cognitive brain function whatever way induced changes cage mates influence health animals clear proximity irradiated animal induces proteomic changes unirradiated partner the transmitting agent fish rats thought urine if similar signaling occurs humans could implications caregivers hospital staff treating radiotherapy
404,Excluded,a simple way diagnose myeloma free light chains flc freelite assay plasma cell disorders characterized uncontrollable production immunoglobulin complete not proliferating plasma cells clone the risk factors disorders are middle aged male exposed chemical compounds radiation plasma cell dyscrasias classified myeloma mgus macroglobulinemia heavy chain disease we want show uselfuness importance freelite assay myeloma diagnosis s g year old man hospitalized san giuseppe moscati hospital undergo operation inguinal hernia he feeble pain abdomen increasing deambulation laboratory tests performed surgery report important alterations haematological parameters little variations compared average values reported slight pancytopenia rbc x mul plt x mul wbc x mul slight macrocytic hyperchromic anemia hct mcv fl mch pg calcemia normal mg dl serum protein electrophoresis showed little hypogammaglobulinemia little thickening band gamma globulins we measured flc s g serum using freelite assay unexpectedly reported high levels kappa free chains mg dl kappa lambda ratio this data confirmed serum immunosubtraction identified signal breakdown thickeningband kappa anti serum pre gamma position then measured k w chains urine nephelometry performed urine electrophoresis nephelometry identified massive excretion kappa chains kappa lambda urinary ratio urinary electrophoresis identified strong band immunoglobulins pre gamma position intermediate excretion albumin for diagnosis myeloma waited nmr x ray bone marrow biopsy x ray reported radiolucency areas cranial theca nmr reported diploic hyperintense nuclei l right side l right peduncle s bioptic test bone marrow taken iliac crest allowed identification conspicuous plasmocytosis confirmed myeloma diagnosis previously correctly formulated flc laboratory data
405,Included,distinct response adult neural stem cells low versus high dose ionising radiation radiosusceptibility sensitivity biological organism ionising radiation ir induced carcinogenesis outcome ir exposure relevant following low doses the tissue response strongly influenced dna damage response ddr activated stem progenitor cells we previously reported vivo exposure gy x rays activates apoptosis proliferation arrest premature differentiation neural progenitor cells transit amplifying cells neuroblasts neural stem cells nscs largest neurogenic region adult brain subventricular zone svz these responses promote adult quiescent nsc qnsc activation gy in contrast neonatal p svz neural progenitors continue proliferating activate qnscs significantly human mouse neonatal brain radiosusceptible here examine response stem progenitor cells svz low ir doses mgy we observe linear dose response apoptosis but contrast proliferation arrest neuroblast differentiation require threshold dose mgy respectively importantly qnscs activated doses mgy thus full ddr activation neural stem cell compartment vivo necessitates threshold dose considered significance evaluating ir induced cancer risk dose extrapolation
406,Excluded,clusterin binds abeta inf inf oligomers high affinity interferes peptide aggregation inhibiting primary secondary nucleation the aggregation amyloid beta protein abeta fundamental pathogenic mechanism leading neuronal damage present alzheimer disease soluble abeta oligomers thought major toxic culprit thus better knowledge specific targeting pathways lead noxious species may valuable therapeutic strategies wecharacterized effects molecular chaperone clusterin providing new detailed evidence potential neuroprotective effects using classical thioflavin t assay observed dose dependent inhibition aggregation process the global analysis time courses different conditions demonstrated clusterin effect elongation rate mainly interferes nucleation processes both primary secondary reducing number nuclei available fibril growth then using recently developed immunoassay based surface plasmon resonance obtained direct evidence high affinity k inf d inf nm interaction clusterin biologically relevant abeta inf inf oligomers selectively captured sensor chip moreover technology observed substoichiometric concentrations clusterin prevent oligomer interaction antibody g suggesting chaperone shields hydrophobic residues exposed oligomeric assemblies finally found preincubation clusterin antagonizes toxic effects abeta inf inf oligomers evaluated recently developed vivo model caenorhabditis elegans these data substantiate interaction clusterin biologically active regions exposed nuclei oligomers abeta inf inf providing molecular basis neuroprotective effects chaperone copyright the american society biochemistry molecular biology inc
407,Excluded,multisensory integration dorsal cochlear nucleus unit responses acoustic trigeminal ganglion stimulation a necessary requirement multisensory integration convergence pathways different senses the dorsal cochlear nucleus dcn receives auditory input directly via viiith nerve somatosensory input indirectly vth nerve via granule cells multisensory integration may occur dcn cells receive trigeminal auditory nerve input fusiform cell we investigated trigeminal system influences guinea pig dcn cells stimulating trigeminal ganglion recording spontaneous sound driven activity dcn neurons a bipolar stimulating electrode placed trigeminal ganglion anesthetized guinea pigs using stereotaxic co ordinates electrical stimuli applied bipolar pulses micros per phase amplitudes ranging microa responses dcn units obtained using channel four shank electrode current pulses presented alone preceding ms broadband noise bbn bursts thirty percent dcn units showed either excitatory inhibitory excitatory inhibitory responses trigeminal ganglion stimulation when paired bbn stimulation trigeminal stimulation suppressed facilitated firing rate response bbn units reflecting multisensory integration pulses preceding acoustic stimuli much ms able alter responses bbn bimodal suppression may play role attenuating body generated sounds vocalization respiration whereas bimodal enhancement may serve direct attention low signal to noise environments
