,decision,titleabstract
828,Excluded,"Preclinical Safety Evaluation and Human Dosimetry of [<sup>18</sup>F]MK-6240, a Novel PET Tracer for Imaging Neurofibrillary Tangles PURPOSE: [<sup>18</sup>F]MK-6240 is a selective, high-affinity positron emission tomography tracer for imaging neurofibrillary tangles, a key pathological signature that correlates with cognitive decline in Alzheimer disease. This report provides safety information from preclinical toxicology studies and first-in-human whole-body biodistribution and dosimetry studies of [<sup>18</sup>F]MK-6240 for its potential application in human brain imaging studies.PROCEDURES: MK-6240 was administered intravenously (IV) in a 7-day rat toxicity study at x 50, x 100, and x 1000 dose margins relative to projected highest clinical dose of 0.333 mug/kg. The IV formulation of MK-6240 for clinical use and the formulation used in the 7-day rat toxicity study was tested for hemolysis potential in human and Wistar rat whole blood. Sequential whole-body positron emission tomography scans were performed in three healthy young subjects after IV bolus injection of 180 +/- 0.3 MBq [<sup>18</sup>F]MK-6240 to characterize organ biodistribution and estimate whole-body radiation exposure (effective dose).RESULTS: MK-6240 administered IV in a 7-day rat toxicity study did not show any test article-related changes. The no-observed-adverse-effect level in rats was >= 333 mug/kg/day which provides a margin 1000-fold over an anticipated maximum clinical dose of 0.333 mug/kg. Additionally, the MK-6240 formulation was not hemolytic in human or Wistar rat blood. [<sup>18</sup>F]MK-6240 activity was widely distributed to the brain and the rest of the body, with organ absorbed doses largest for the gall bladder (202 muGy/MBq). The average (+/-SD) effective dose was 29.4 +/- 0.6 muSv/MBq, which is in the typical range for F-18 radiolabeled ligands.CONCLUSIONS: Microdoses of [<sup>18</sup>F]MK-6240 are safe for clinical positron emission tomography imaging studies. Single IV administration of 185 MBq (5 mCi) [<sup>18</sup>F]MK-6240 is anticipated to result in a total human effective dose of 5.4 mSv and thus allows multiple positron emission tomography scans of the same subject per year."
141,Excluded,"Paternal irradiation perturbs the expression of circadian genes in offspring The circadian system represents a complex network which influences the timing of many biological processes. Recent studies have established that circadian alterations play an important role in the susceptibility to many human diseases, including cancer. Here we report that paternal irradiation in mice significantly affects the expression of genes involved in rhythmic processes in their first-generation offspring. Using microarrays, the patterns of gene expression were established for brain, kidney, liver and spleen samples from the non-exposed offspring of irradiated CBA/Ca and BALB/c male mice. The most over-represented categories among the genes differentially expressed in the offspring of control and irradiated males were those involved in rhythmic process, circadian rhythm and DNA-dependent regulation of transcription. The results of our study therefore provide a plausible explanation for the transgenerational effects of paternal irradiation, including increased transgenerational carcinogenesis described in other studies."
2752,Included,"Cerebrovascular events, secondary intracranial tumors, and mortality after radiotherapy for nonfunctioning pituitary adenomas: a subanalysis from the Dutch National Registry of Growth Hormone Treatment in Adults CONTEXT: Radiotherapy is frequently administered as adjuvant treatment in patients with clinically nonfunctioning pituitary adenomas (NFPAs). However, concerns have been raised about potential long-term side effects, including cerebrovascular events (CVEs) and secondary intracranial tumors.OBJECTIVE: The aim of this study was to analyze the risk of CVEs, secondary intracranial tumors, and mortality in irradiated (IRR) NFPA patients, compared with NFPA patients who were not irradiated (non-IRR).DESIGN, SETTING, AND PATIENTS: The study cohort included 806 patients with a NFPA from the Dutch National Registry of Growth Hormone Treatment in Adults, a nationwide long-term surveillance study in severe GH-deficient adult patients. IRR patients (n = 456) were compared with non-IRR patients (n = 350).MAIN OUTCOME MEASURES: CVEs, secondary intracranial tumors, and mortality were measured.RESULTS: Sixty-nine subjects developed a CVE. In men, but not in women, the incidence of a CVE was significantly higher in IRR patients than in non-IRR patients (hazard ratio 2.99, 95% confidence interval 1.31-6.79). A secondary intracranial tumor developed in five IRR patients and two non-IRR patients. After adjustment for age, radiotherapy was not associated with mortality.CONCLUSIONS: The incidence of secondary intracranial tumors and mortality did not differ between IRR and non-IRR patients. However, a CVE was found significantly more frequently in IRR men but not in women. Further research into the long-term effects of cranial radiotherapy seems mandatory. The potential risks of radiotherapy have to be taken into account when radiotherapy is considered in NFPA patients, and long-term follow-up is recommended."
1635,Excluded,"Biopsy of enlarging lesions after stereotactic radiosurgery for brain metastases frequently reveals radiation necrosis Background: Stereotactic radiosurgery (SRS) offers excellent local control for brain metastases (BM) with low rates of toxicity. Radiation necrosis (RN) may occur after treatment and is challenging to distinguish from local recurrence (LR). We evaluated enlarging brain lesions following SRS that were subsequently biopsied to differentiate RN versus LR.Methods: This study reviewed patients receiving SRS for BM between 2008 and 2012 who underwent a biopsy for suspicion of RN versus LR on MRI. Data collection included demographics, radiation parameters, imaging findings, and post-biopsy pathology. Kaplan-Meier methods determined overall survival. Fisher's exact test assessed for association between lesion biopsy result and variables of interest.Results: Thirty-four patients with 35 biopsied BM were included. Lesions were biopsied a median of 8.8 months after SRS. Most patients had primary lung cancer (11; 31.4%). Eleven (31.4%) biopsies were positive for LR and 24 (68.6%) showed RN only. Median overall survival was longer for patients with RN (31.0 mo) than for patients with LR (14.5 mo; P = 0.135). Time from SRS to biopsy was significantly different between RN and LR groups; 10 lesions (52.5%) biopsied <=9 months after SRS showed LR, whereas 1 lesion (6.3%) biopsied >9 months after SRS showed LR (P = 0.004). For 16 (65.7%) lesions, management was changed or directed by the biopsy results.Conclusions: Stereotactic biopsy for accessible enlarging lesions after SRS appears diagnostically valuable in patients with few lesions and changes clinical management. RN should be suspected in patients with an enlarging lesion more than 9 months post-SRS."
1629,Excluded,"Survivin a radiogenetic promoter for glioblastoma viral gene therapy independently from CArG motifs BACKGROUND: Radiogenetic therapy is a novel approach in the treatment of cancer, which employs genetic modification to alter the sensitivity of tumor cells to the effect of applied radiation.AIM: To select a potent radiation inducible promoter in the context of brain tumors and to investigate if CArG radio responsive motifs or other elements in the promoter nucleotide sequences can correlate to its response to radiation.METHODS: To select initial candidates for promoter inducible elements, the levels of mRNA expression of six different promoters were assessed using Quantitative RTPCR in D54 MG cells before and after radiation exposure. Recombinant Ad/reporter genes driven by five different promoters; CMV, VEGF, FLT-1, DR5 and survivin were constructed. Glioma cell lines were infected with different multiplicity of infection of the (promoter) Ad or CMV Ad. Cells were then exposed to a range of radiation (0-12 Gy) at single fraction. Fluorescent microscopy, Luc assay and X-gal staining was used to detect the level of expression of related genes. Different glioma cell lines and normal astrocytes were infected with Ad survivin and exposed to radiation. The promoters were analyzed for presence of CArG radio-responsive motifs and CCAAT box consensus using NCBI blast bioinformatics software.RESULTS: Radiotherapy increases the expression of gene expression by 1.25-2.5 fold in different promoters other than survivin after 2 h of radiation. RNA analysis was done and has shown an increase in copy number of tenfold for survivin. Most importantly cells treated with RT and Ad Luc driven by survivin promoter showed a fivefold increase in expression after 2 Gy of radiation in comparison to non-irradiated cells. Presence or absence of CArG motifs did not correlate with promoter response to radiation. Survivin with the best response to radiation had the lowest number of CCAAT box.CONCLUSION: Survivin is a selective potent radiation inducible promoter for glioblastoma viral gene therapy and this response to radiation could be independent of CArG motifs."
900,Excluded,"ANG1005 in leptomeningeal disease (ANGLeD) trial: A randomized, open-label, phase 3 study of ANG1005 compared with Physician's Best Choice in HER2-negative breast cancer patients with newly diagnosed leptomeningeal carcinomatosis and previously treated brain metastases Background: Annually, more than 4,000 patients are diagnosed with leptomeningeal carcinomatosis (LC) from breast cancer in the U.S. Since most therapies cannot cross the Blood-CSF-Barrier (BCB) and the Blood-Brain-Barrier (BBB), treatment options for LC are limited to local radiation and few chemotherapy agents, none of which have provided durable clinical benefit, leading to short overall survival (OS) of 3-4 months. ANG1005 is a novel peptide-drug conjugate, consisting of 3 paclitaxel molecules covalently linked to a peptide that targets the LRP-1 receptor to cross both BCB and BBB, and enter the tumor cells, where the paclitaxel is cleaved off to exert its anti-tumor activity. ANG1005 has previously shown in a phase 2 study to prolong OS in LC patients from breast cancer with brain metastases (BM) to 8 months. Trial Design: This is an open-label, multi-center phase 3 randomized study to evaluate the efficacy of ANG1005 in HER2-negative breast cancer patients with newly diagnosed LC and documented history of previously treated BM when compared to Physician Best Choice (PBC). Hundred and fifty (150) patients will be randomized 1:1 to receive either ANG1005 experimental treatment or an Investigator assigned PBCcontrol treatment. ANG1005 will be administered by intravenous (IV) infusion at a starting dose of 600 mg/m<sup>2</sup> every 3 weeks. Allowed PBC therapies include capecitabine, eribulin, or high-dose IV methotrexate. CNS disease (LC and BM) will be evaluated at screening and every 6 weeks by MRI, CSF cytology and neurological assessments according to LANO and RANO-BM criteria. Extracranial disease will be evaluated by CT scans according to RECIST at screening and every 6-12 weeks. All patients will be foliowed for survival every 6-8 weeks from the date of the last dose until death, lost to follow-up or consent withdrawal. Eligibility Criteria: Eligible patients are adults (E 18 years old) with HER2-negative breast cancer, newly diagnosed LC and documented history of previously treated BM. Patients must be neurologically stable and have adequate blood counts, organ and bone marrow function with an ECOG status grade 2. Patients previously treated with ANG1005 or with known allergy to paclitaxel or its components are excluded. Specific aims: The primary endpoint is OS. Secondary endpoints include CNS (LC and BM) progression-free survival and clinical benefit rate, 6-and 12-month OS rates, LC response rate and duration of response, OS for triple negative patients and safety. Statistical Methods: This study is sized for testing the hypothesis of improved OS for ANG1005 versus PBC in all patients (HR=0.58, two-sided test, overall type 1 error of 5%). Interim analysis for OS (using O'Brien Fleming boundaries for efficacy and a fixed HR=1 for futility) will be performed when a total of 55 death events are reached across both arms. Study Accrual: Target accrual is 150 patients. The study is currently planned to start in the fall of 2018."
1371,Excluded,"Muscle afferent-pituitary axis: a novel pathway for modulating the secretion of a pituitary growth factor Evidence is presented for a novel muscle-neuro-endocrine pathway for modulating the secretion of an unidentified pituitary growth factor by proprioceptive input from skeletal muscle afferents. Exercise stimulates the release of this growth factor, whereas chronic unloading associated with bed rest or spaceflight abrogates the normal exercise stimulus. [References: 14]"
3111,Included,"The inhibitory effect of minocycline on radiation-induced neuronal apoptosis via AMPKalpha1 signaling-mediated autophagy Purpose/Objective(s): In our previous study, we have found that minocycline, a clinical available antibiotics that can easily cross the blood brain barrier, mitigates radiation-induced long-term memory loss in rats, accompanied by decreased hippocampal neuron apoptosis shortly after radiation. Thus, in the present study, we aimed to investigate the detailed mechanisms underlying the protective effect of minocycline on neurons from radiation-induced apoptosis. Purpose/Objective(s): The immortalized mouse hippocampal neuron HT22 cell line was used. The protective effect of minocycline on X-irradiated HT22 cells was demonstrated using clonogenic assay and apoptosis analysis. The underlying mechanisms were explored by using methods such as flow cytometry, immunofluorescence, shRNA knockdown, Western blot et al. Result(s): We found that minocycline protected HT22 hippocampal neurons from radiation-induced cell death, manifest as increased clonogenic cell survival and decreased apoptosis in irradiated cells. This protective effect of minocycline might involve cell cycle perturbation after radiation, but not DNA damage and repair. Further investigation showed that X-irradiation activated AMPKalpha1-mediated autophagy, and minocycline significantly enhanced AMPKalpha1 activation and autophagy, resulting in decreased apoptosis. Additionally, the antioxidant potential of minocycline might not be involved in the enhancing effect of minocycline on radiation-induced autophagy, but it might at least partially contribute to the inhibitory effect of minocycline on radiation-induced apoptosis. Conclusion(s): These results indicate that minocycline protects neurons from radiation-induced apoptosis mainly through targeting radiation-induced AMPKalpha1-mediated autophagy."
2763,Excluded,"Modulation of exercise-induced muscular damage and hyperalgesia by different 630 nm doses of light-emitting diode therapy (LEDT) in rats We compared the acute effects of different doses of 630 nm light-emitting diode therapy (LEDT) on skeletal muscle inflammation and hyperalgesia in rats submitted to exercise-induced muscle damage (EIMD). Wistar rats were divided into five experimental groups (n = 5-8/group): sedentary control (CON); exercise + passive recovery (PR); and exercise + LEDT (1.2 J/cm<sup>2</sup>, 1.8 J; 4.2 J/cm<sup>2</sup>, 6.3 J; 10.0 J/cm<sup>2</sup>, 15 J). After 100 min of swimming, the rats in the LEDT groups were exposed to phototherapy on the triceps surae muscle. For mechanical hyperalgesia evaluation, paw withdrawal threshold was assessed before and 24 h after swimming. Immediately after hyperalgesia tests, blood samples were collected to analyze creatine kinase (CK) activity and the soleus muscle was removed for histological and tumor necrosis factor (TNF)-alpha immunohistological analyses. In all LEDT groups, plasma CK activity was reduced to levels similar to those measured in the CON group. Paw withdrawal threshold decreased in the PR group (- 11.9 +/- 1.9 g) when compared to the CON group (2.2 +/- 1.5 g; p < 0.01) and it was attenuated in the group LEDT 4.2 J/cm<sup>2</sup> (- 3.3 +/- 2.4 g, p < 0.05). Less leukocyte infiltration and edema and fewer necrotic areas were found in histological sections of soleus muscle in LEDT (4.2 J/cm<sup>2</sup>) and LEDT (10.0 J/cm<sup>2</sup>) groups compared to the PR group. Also, LEDT (4.2 J/cm<sup>2</sup>) and LEDT (10.0 J/cm<sup>2</sup>) groups showed less immunostaining for TNF-alpha in macrophages or areas with necrosis of muscle fibers compared to the PR group. LEDT (4.2 J/cm<sup>2</sup>, 6.3 J)-reduced muscle inflammation and nociception in animals submitted to EIMD."
1560,Excluded,"Design and evaluation of learning strategies for a group of radiographers in radiostereometric analysis (RSA) Introduction The purpose of this study was to design and evaluate a radiostereometric analysis (RSA) program aimed at radiographers in order to increase their cognitive and practical skills, thereby increasing image quality and minimizing exposure repetition. Methods and materials Twenty radiographers were randomized into two identically sized study groups. Training consisted of a theoretical and practical workshop using a phantom. Tests were performed to compare the effect of training to nontraining, and the effect of time duration on the maintenance of RSA skills. The effect of training was measured by a written test and three defined parameters influencing image quality. Results Group A reduced significantly (p < 0.001) by 31.3 mm (21-31%) the distance between the centrum of the prosthesis (CP) and the centrum of the calibration field (CCF) and increased the number of beads (NB) visible by 3.6 (out of 18). A further significant reduction of 5.1 mm (p = 0.023), 1.0 bead more (p < 0.001) and a 2.1 (p = 0.022) point better rotation of the prosthesis (RP) was registered two months later. Group B was tested twice without training and no significant improvement was registered. One month after training group B had experienced overall significant improvement on a par with group A. Conclusion It is realistic to implement an RSA X-ray training program where radiographers significantly improve their theoretical and practical skills in centering the CP closer to the CCF, NB and RP. A duration of up to two months after training does not influence the quality of participants' performance. Copyright © 2017 The College of Radiographers"
492,Excluded,"Epistasis, photoreactivation and mutagen sensitivity of DNA repair mutants upr-1 and mus-26 in Neurospora crassa Double mutants were constructed combining mus-26, formerly designated uvs-(SA3B), with other UV-sensitive mutants. Tests of sensitivity of these double mutants to UV and to chemical mutagens revealed that mus-26 and upr-1 belong to the same epistatic group. The UV dose-response curve of mus-26 showed a characteristic plateau in the range of 100-200 J/m2. The same characteristic was also shown in the dose-response curves of upr-1 and the double mutant, upr-1 mus-26. Photoreactivation of UV damage in mus-26, upr-1 and upr-1 mus-26 was defective but not null. Assays were made of the reversion rate of ad-8 in strains that also carried UV-sensitive mutations. The reversion frequencies of the strains with upr-1 and upr-1 mus-26 were very low for the UV dose range below 300 J/m2, similarly to mus-26. Previously reported homozygous sterility of mus-26 was not caused by the mus-26 locus itself, and fertile strains were obtained among progeny. The results of this study suggest that mus-26 and upr-1 have similar properties in DNA repair."
1506,Excluded,"Impact of exercise with TheraBite device on trismus and health-related quality of life: A prospective study Trismus is a common symptom in patients with head and neck cancer that affects many aspects of daily life negatively. The aim of this study was to investigate the impact of structured exercise with the jaw-mobilizing device TheraBite on trismus, trismus-related symptomatology, and health-related quality of life (HRQL) in patients with head and neck cancer. Fifteen patients with trismus (maximum interincisal opening [MIO] <=35 mm) after oncologic treatment for head and neck cancer, underwent a 10-week exercise program with the TheraBite device and were followed regularly. Time between oncologic treatment and start of TheraBite exercise ranged from 0.7 to 14.8 years (average 6.2 years). MIO, trismus-related symptoms, and HRQL was assessed before and after exercise and after 6 months. A significant improvement in MIO was observed post-exercise (3.5 mm, 15.3%, p = 0.0002) and after 6-month of follow-up (4.7 mm, 22.1%, p = 0.0029). A statistically significant correlation was found between increased MIO and fewer trismus-related symptoms. In conclusion, exercise with TheraBite improved MIO and trismus-related symptoms in patients with trismus secondary to head and neck cancer. Structured exercise with the jaw-mobilizing device seems to be beneficial for patients with trismus independent of time since oncologic treatment."
348,Excluded,"Behavioral effects in mice of postnatal exposure to low-doses of 137-cesium and bisphenol A Bisphenol A (BPA) is the most important plasticizer used in many household products such as polycarbonate plastics or epoxy resins. Public and scientific concerns exist regarding the possibility that the neonatal exposure to BPA may contribute to neurobehavioral disorders. On the other hand, there is little information on the effects of low doses of ionizing radiation during critical phases of postnatal brain development, as well as the combination of radiation and environmental chemicals. In this study, C57BL/6J mice were exposed to low doses of internal radiation ((137)Cs), and/or BPA on postnatal day 10 (PND10). At the age of two months, animals were submitted to several tests to assess anxiety, activity, learning, and memory. Results showed that exposure to (137)Cs, alone or in combination with BPA, increased the anxiety-like of the animals without changing the activity levels. Animals exposed to (137)Cs showed impaired learning, and spatial memory, an impairment that was not observed in the groups co-exposed to BPA."
208,Included,Acute effects of X irradiation on membrane potential and membrane resistance of snail neurones. [German] Acute X irradiation of the metacerebral giant neurons of Helix pomatia above 1000 R or 3.4 kR/min (dose or dose rate threshold) leads to a significant reduction of the membrane potential. After blocking the afferent excitatory synapses the radiation depolarizations are strongly decreased but not completely suppressed. Long time irradiation at high dose rates and after the blocking of afferent synapses produced a depolarization in 2 phases: an immediate quick depolarization of about 10 mV is followed by a much slower decrease of the membrane potential. Substitution of extracellular sodium by tris ions suppresses the quick depolarization phase. The input resistance of the cell shows a transient increase at the begin of irradiation followed by a substantial decrease. These results are discussed in view of the possible mechanisms of radiation induced permeability changes in excitable membranes.
2901,Excluded,"Research progress on mechanism and dosimetry of brainstem injury induced by intensity-modulated radiotherapy, proton therapy, and heavy ion radiotherapy Radiotherapy (RT) is an effective method for treating head and neck cancer (HNC). However, RT may cause side effects during and after treatment. Radiation-induced brainstem injury (BSI) is often neglected due to its low incidence and short survival time and because it is indistinguishable from intracranial tumor progression. It is currently believed that the possible mechanism of radiation-induced BSI includes increased expression of vascular endothelial growth factor and damage of vascular endothelial cells, neurons, and glial cells as well as an inflammatory response and oxidative stress. At present, it is still difficult to avoid BSI even with several advanced RT techniques. Intensity-modulated radiotherapy (IMRT) is the most commonly used therapeutic technique in the field of RT. Compared with early conformal therapy, it has greatly reduced the injury to normal tissues. Proton beam radiotherapy (PBT) and heavy ion radiotherapy (HIT) have good dose distribution due to the presence of a Bragg peak, which not only results in better control of the tumor but also minimizes the dose to the surrounding normal tissues. There are many clinical studies on BSI caused by IMRT, PBT, and HIT. In this paper, we review the mechanism, dosimetry, and other aspects of BSI caused by IMRT, PBT, and HIT.Key Points* Enhanced MRI imaging can better detect radiation-induced BSI early.* This article summarized the dose constraints of brainstem toxicity in clinical studies using different techniques including IMRT, PBT, and HIT and recommended better dose constraints pattern to clinicians.* The latest pathological mechanism of radiation-induced BSI and the corresponding advanced treatment methods will be discussed."
1077,Excluded,"Statistical properties of cerebral CT perfusion imaging systems. Part I. Cerebral blood volume maps generated from nondeconvolution-based systems Purpose: The development and clinical employment of a computed tomography (CT) imaging system benefit from a thorough understanding of the statistical properties of the output images; cerebral CT perfusion (CTP) imaging system is no exception. A series of articles will present statistical properties of CTP systems and the dependence of these properties on system parameters. This Part I paper focuses on the signal and noise properties of cerebral blood volume (CBV) maps calculated using a nondeconvolution-based method. Method(s): The CBV imaging chain was decomposed into a cascade of subimaging stages, which facilitated the derivation of analytical models for the probability density function, mean value, and noise variance of CBV. These models directly take CTP source image acquisition, reconstruction, and postprocessing parameters as inputs. Both numerical simulations and in vivo canine experiments were performed to validate these models. Result(s): The noise variance of CBV is linearly related to the noise variance of source images and is strongly influenced by the noise variance of the baseline images. Uniformly partitioning the total radiation dose budget across all time frames was found to be suboptimal, and an optimal dose partition method was derived to minimize CBV noise. Results of the numerical simulation and animal studies validated the derived statistical properties of CBV. Conclusion(s): The statistical properties of CBV imaging systems can be accurately modeled by extending the linear CT systems theory. Based on the statistical model, several key signal and noise characteristics of CBV were identified and an optimal dose partition method was developed to improve the image quality of CBV. Copyright © 2019 American Association of Physicists in Medicine"
1125,Excluded,"Differing responses of Nijmegen breakage syndrome and ataxia telangiectasia cells to ionizing radiation Nijmegen breakage syndrome (NBS) is a rare autosomal recessive disorder. Originally thought to be a variant of ataxia telangiectasia (AT), the cellular phenotype of NBS has been described as almost indistinguishable from that of AT. Since the gene involved in NBS has been cloned and its functions studied, we sought to further characterize its cellular phenotype by examining the response of density-inhibited, confluent cultures of human diploid fibroblasts to irradiation in the G(0)/G(1) phase of the cell cycle. Both NBS and AT cells were markedly sensitive to the cytotoxic effects of radiation. NBS cells, however, were proficient in recovery from potentially lethal damage and exhibited a pronounced radiation-induced G(1)-phase arrest. Irradiated AT cells showed no potentially lethal damage and no G(1)-phase arrest. Both cell types were hypersensitive to the induction of chromosomal aberrations, whereas the distribution of aberrations in irradiated NBS cells was similar to that of normal controls, AT cells showed a high frequency of chromatid-type aberrations. TP53 and CDKN1A (also known as p21(Waf1)) expression was attenuated in irradiated NBS cells, but maximal induction occurred 2 h postirradiation, as was observed in normal controls. The similarities and differences in cellular phenotype between irradiated NBS and AT cells are discussed in terms of the functional properties of the signaling pathways downstream of AT involving the NBS1 and TP53 proteins."
1668,Excluded,"Malignant blue nevus with metastases to lymph nodes and brain. [German] We report a patient who developed malignant transformation of a cellular blue nevus. At the age of 19 years the congenital, pigmented tumor on the left buttock was histopathologically diagnosed as cellular blue nevus. Thirty years later the tumor dramatically increased in size, involving the entire left buttock within several months. Multiple biopsies revealed the presence of a cellular blue nevus within the papillary dermis and an invasive, pleomorphic pigmented sarcoma in the depth of the tissue spreading into subcutis and skeletal muscle. Both benign and malignant cells were S100<sup>+</sup>, vimentin<sup>+</sup> and HMB-45<sup>+</sup>, but only the malignant tumor cells stained positive for the proliferating cell nuclear antigen. General examination disclosed multiple metastases in the paraaortal lymph nodes and the retroperitoneum as well as a single brain metastasis. Despite palliative therapy with ionizing radiation and chemotherapy, the patient developed generalized metastases and died within weeks. This case clearly confirms that cellular blue nevi have the potential for malignant transformation and that the malignant variant may behave aggressively just as a malignant melanoma."
2835,Excluded,"Acute exposure to low-level light at night is sufficient to induce neurological changes and depressive-like behavior The advent and wide-spread adoption of electric lighting over the past century has profoundly affected the circadian organization of physiology and behavior for many individuals in industrialized nations; electric lighting in homes, work environments, and public areas have extended daytime activities into the evening, thus, increasing night-time exposure to light. Although initially assumed to be innocuous, chronic exposure to light at night (LAN) is now associated with increased incidence of cancer, metabolic disorders, and affective problems in humans. However, little is known about potential acute effects of LAN. To determine whether acute exposure to low-level LAN alters brain function, adult male, and female mice were housed in either light days and dark nights (LD; 14 h of 150 lux:10 h of 0 lux) or light days and low level light at night (LAN; 14 h of 150 lux:10 h of 5 lux). Mice exposed to LAN on three consecutive nights increased depressive-like responses compared to mice housed in dark nights. In addition, female mice exposed to LAN increased central tendency in the open field. LAN was associated with reduced hippocampal vascular endothelial growth factor-A (VEGF-A) in both male and female mice, as well as increased VEGFR1 and interleukin-1beta mRNA expression in females, and reduced brain derived neurotrophic factor mRNA in males. Further, LAN significantly altered circadian rhythms (activity and temperature) and circadian gene expression in female and male mice, respectively. Altogether, this study demonstrates that acute exposure to LAN alters brain physiology and can be detrimental to well-being in otherwise healthy individuals."
3081,Included,"Mitochondrial megaconia and pleioconia in the rat brain as possible and adaptive reactions in lethal radiation and radio-modified injuries. [Russian] Electron microscopic study of sensomotor area of brain and cerebellar cortex was conducted in 38 outbred albino rats, following 200 Gy irradiation including that combined with preceding effect of hypoxia or 48 hrs long active vigilance. Mitochondrial megaconia and pleioconia were found 4 hrs after the irradiation in neuronal cytoplasm and axoplasm of neuropil unmyelinated and myelinated fibres. These processes were more significant after radio-modified injuries. It may be suggested that mitochondrial megaconia and pleioconia are adaptive reactions to de-energization following the action of superpowerful extreme factors."
1830,Excluded,"Neuroradiographic changes following convection-enhanced delivery of the recombinant cytotoxin interleukin 13-PE38QQR for recurrent malignant glioma OBJECT: Convection-enhanced delivery (CED) is a novel method for delivering therapeutic agents to infiltrative brain tumor cells. For agents administered by CED, changes on magnetic resonance (MR) imaging directly resulting from catheter placement, infusion, and the therapeutic compound may confound any interpretation of tumor progression. As part of an ongoing multiinstitutional Phase I study, 14 patients with recurrent malignant glioma underwent CED of interleukin (IL) 13-PE38QQR, a recombinant cytotoxin consisting of human IL-13 conjugated with a truncated Pseudomonas exotoxin. Serial neuroradiographic changes were assessed in this cohort of patients. METHOD(S): Patients were treated in two groups: Group 1 patients received IL13-PE38QQR before and after tumor resection; Group 2 patients received infusion only after tumor resection. Preoperative and postinfusion MR images were obtained prospectively at specified regular intervals. Changes were noted along catheter tracks on postresection MR images obtained in all patients. A simple grading system was developed to describe these changes. When MR imaging changes appeared to be related to IL1 3-PE38QQR, patients were followed up without instituting new antitumor therapy. CONCLUSION(S): As CED of therapeutic agents becomes more common, clinicians and investigators must become aware of associated neuroimaging changes that should be incorporated into toxicity assessment. We have developed a simple grading system to facilitate communication about these changes among investigators. Biological imaging modalities that could possibly distinguish these changes from recurrent tumor should be evaluated. In this study the authors demonstrate the challenges in determining efficacy when surrogate end points such as time to tumor progression as defined by new or progressive contrast enhancement on MR imaging are used with this treatment modality."
3087,Excluded,"High-level production of alpha-particle-emitting (211)At and preparation of (211)At-labeled antibodies for clinical use UNLABELLED: In vitro and in vivo studies in human glioma models suggest that the antitenascin monoclonal antibody 81C6 labeled with the 7.2-h-half-life alpha-particle emitter (211)At might be a valuable endoradiotherapeutic agent for the treatment of brain tumors. The purpose of this study was to develop methods for the production of high levels of (211)At and the radiosynthesis of clinically useful amounts of (211)At-labeled human/mouse chimeric 81C6 antibody.METHODS: (211)At was produced through the (209)Bi(alpha, 2n)(211)At reaction using an internal target system and purified by a dry distillation process. Antibody labeling was accomplished by first synthesizing N-succinimidyl 3-[(211)At]astatobenzoate from the corresponding tri-n-butyl tin precursor and reacting it with the antibody in pH 8.5 borate buffer. Quality control procedures consisted of methanol precipitation, size-exclusion high-performance liquid chromatography (HPLC), and pyrogen and sterility assays, as well as determination of the immunoreactive fraction by a rapid procedure using a recombinant tenascin fragment coupled to magnetic beads.RESULTS: A total of 16 antibody labeling runs were performed. Using beam currents of 50-60 microA alpha-particles and irradiation times of 1.5-4.5 h, the mean (211)At production yield was 27.75 +/- 2.59 MBq/microA.h, and the maximum level of (211)At produced was 6.59 GBq after a 4-h irradiation at 55 microA. The decay-corrected distillation yield was 67% +/- 16%. The yield for the coupling of the (211)At-labeled active ester to the antibody was 76% +/- 8%. The fraction of (211)At activity that eluted with a retention time corresponding to intact IgG on HPLC was 96.0% +/- 2.5%. All preparations had a pyrogen level of <0.125 EU/mL and were determined to be sterile. The mean immunoreactive fraction for these 16 preparations was 83.3% +/- 5.3%. Radiolysis did not interfere with labeling chemistry or the quality of the labeled antibody product.CONCLUSION: These results show that it is feasible to produce clinically relevant activities of (211)At-labeled antibodies and have permitted the initiation of a phase I trial of (211)At-labeled chimeric 81C6 administered directly into the tumor resection cavities of brain tumor patients."
1905,Excluded,"Frameless stereotaxy in subthalamic deep brain stimulation: 3-year clinical outcome Background: In most centers, the surgery of deep brain stimulation (DBS) is performed using a stereotactic frame. Compared with frame-based technique, frameless stereotaxy reduces the duration of surgical procedure and patient's discomfort, with lead placing accuracy equivalent after the learning curve. Although several studies have investigated the targeting accuracy of this technique, only a few studies reported clinical outcomes, with data of short-term follow-up. Objective(s): To assess clinical efficacy and safety of frameless bilateral subthalamic nucleus (STN) DBS in Parkinson's disease (PD) patients at 1- and 3-year follow-up. Method(s): Consecutive PD patients who underwent bilateral STN-DBS with a manual adjustable frameless system were included in the study. The data were collected retrospectively. Result(s): Eighteen PD patients underwent bilateral STN-DBS implant and were included in the study. All patients completed 1-year observation and ten of them completed 3-year observation. At 1-year follow-up, motor efficacy of STN stimulation in off-med condition was of 30.1% (P = 0.003) and at 3-year follow-up was of 36.3%, compared with off-stim condition at 3-year follow-up (P = 0.005). Dopaminergic drugs were significantly reduced by 31.2% 1 year after the intervention (P = 0.003) and 31.7% 3 years after the intervention (P = 0.04). No serious adverse events occurred during surgery. Conclusion(s): Frameless stereotaxy is an effective and safe technique for DBS surgery at 1- and 3-year follow-up, with great advantages for patients' discomfort during surgery. Copyright © 2020, The Author(s)."
